Keyword_Name,KID
"['Poor requirements', 'Requirements definition', 'Requirements engineering', 'Requirements quality attributes', 'Natural language requirements']",1609
protocols,1610
N-gram,1611
Multi-View Modeling,1612
interview study,1613
ISO 26262,1614
RE training,1615
Building Information Model,1616
Massive Multiplayer Online Role-Playing Games,1617
['Key words:Architectural properties – Design patterns – Non-functional requirements – Process-oriented – Quality attributes – Quality requirements – Rationale – Requirements – Satisfying – Softgoal'],1618
model template,1619
Large Language Models,1620
Requirements elicitation,1621
policies,1622
Product Family,1623
GDPR,1624
Quality Characteristics,1625
"['Goal-based analysis', 'Hypermedia design', 'Hypermedia requirements', 'Usability evaluation', 'Web applications']",1626
common weakness enumeration,1627
requirements prioritisation,1628
CSCW,1629
"['Requirements elicitation', 'Scenarios', 'User-centred design', 'HCI', 'RE methods']",1630
"['Multi-agent systems', 'Domain engineering', 'Domain models', 'Recommender systems', 'Usage mining', 'Collaborative filtering']",1631
Requirements management,1632
Conflict,1633
UML Activity Diagram,1634
requirements implementation,1635
Co-ordination Ambiguity,1636
"['Requirements quality', 'Theory', 'Survey']",1637
"['RE methods', 'Virtual prototypes', 'Problem taxonomy', 'Causal analysis']",1638
agile and lean approaches,1639
Conflicts,1640
solutions,1641
"['Conceptual schema analysis', 'Information system re-engineering', 'Reference components', 'Similarity measures', 'Schema clustering']",1642
component,1643
Human barriers,1644
App Store Analysis,1645
"['Information requirements elicitation', 'Emergency response', 'Goal-directed information analysis', 'Situational awareness']",1646
Empirical Software Engineering,1647
"['Requirement specifications', 'Domain engineering', 'Software product line']",1648
"['Requirements engineering', 'Artefact orientation', 'Empirical evaluation']",1649
Evolutionary Lifecycle,1650
requirements/specifications analysis,1651
devops,1652
human-centric,1653
requirements extraction,1654
sign,1655
traceability management,1656
Temporal Requirements,1657
Non-functional requirements,1658
Smell Detection,1659
Inspection,1660
"Interlocking System, Safety Requirements, Consistency Verification, CCSL, SafeNL",1661
requirements classification,1662
twin peaks,1663
model–driven development,1664
"requirements, interaction design, automatic GUI tailoring, (semi-)automatic GUI generation",1665
Sustainability,1666
cybersecurity,1667
Rehabilitation,1668
"['Non-functional requirements', 'NFRs', 'Qualities', 'Machine learning', 'NFR Challenges', 'Requirements engineering']",1669
entity coreference,1670
Release planning,1671
crowd based requirements engineering,1672
Scenarios,1673
Word2Vec,1674
User interfaces,1675
automotive requirements engineering,1676
CEE,1677
user reviews,1678
['Key words:Requirements engineering – Technology transfer'],1679
Behavior-Driven Development,1680
"['Requirement Engineering', 'Requirement Engineer', 'Domain Assumption', 'Lower Level Tree', 'Practitioner Track']",1681
Multi-Criteria Requirement Prioritization,1682
tool selection,1683
"['Requirement Engineering', 'Bala', 'Editorial Board', 'Mellon', 'Publication Procedure']",1684
"['Requirements Engineering', 'Process models', 'Products', 'Review', 'Framework']",1685
Use case specification,1686
"['Model-based', 'CORAMOD', 'Requirements analysis', 'Model-based requirements analysis', 'Requirement models', 'Formalize requirement']",1687
prioritization,1688
Obstacle analysis,1689
trace links,1690
communication analysis,1691
storyboards,1692
Specification Language,1693
pragmatic ambiguity,1694
COVID-19,1695
Legal requirements,1696
formal analysis,1697
Incremental Verification,1698
DevOps,1699
data ecosystems,1700
stake-holder motivation,1701
B2B,1702
quantitative analysis,1703
Privacy Policies,1704
Runtime requirements,1705
usage data,1706
requirements,1707
quality concerns,1708
Contextual Information,1709
requirements and design,1710
End user,1711
['Key words:Assurance – Engineering – Requirements – Security – Specification – Threat'],1712
architecturally significant requirements,1713
process,1714
problem dependencies,1715
System of Systems,1716
TraceLab,1717
interactive tutorial,1718
compositional reasoning,1719
software ecosystem,1720
systematic literature survey,1721
Configuration,1722
idea generation,1723
Symboleo,1724
Release management,1725
"['Object-oriented specifications', 'Petri net', 'Use case']",1726
redundancy,1727
runtime weights updating,1728
Readability,1729
PURE,1730
"['Analysis heuristics', 'Domain models', 'Human error', 'Requirements engineering', 'Scenarios', 'Use-cases', 'Walk through methods']",1731
Requirements communication,1732
software performance requirements,1733
constrained goal models,1734
business analysis,1735
user requirements,1736
Modelling,1737
Groupware,1738
amethodical,1739
Principal Components Analysis,1740
"['Adaptive systems', 'Requirements engineering', 'Fuzzy logic', 'Smart homes', 'Uncertainty']",1741
Legal Requirements,1742
Requirement alignment,1743
requirement driven self-adaptation,1744
feature-oriented requirements modeling,1745
explainable systems,1746
Multiple Regulations,1747
formal,1748
Reverse Engineering for Self-Adaptive System,1749
analysis,1750
Natural language processing,1751
"['Requirement Engineering', 'Solution Design', 'Knowledge Claim', 'Causal Claim', 'Design Paper']",1752
cost estimation,1753
model declaration,1754
Requirements idea generation,1755
environmental assumptions,1756
Task Switching,1757
Crowd RE,1758
hybrid method,1759
Snorkel,1760
"['Search engines', 'Privacy', 'Cookies', 'Search logs']",1761
transparency modelling,1762
Creativity,1763
Homelessness,1764
incomplete requirements specifications,1765
Kano,1766
"Modeling method requirements, Requirements modeling, Metamodeling, Agile Modeling Method Engineering",1767
aspect-oriented,1768
"['Recommendation to omitted steps', 'Use case specification', 'Software requirements completeness', 'Scenario patterns']",1769
"['Software Engineering', 'True Requirement', 'Mobile Telephone', 'Design Idea', 'Result Planning']",1770
privacy,1771
Software engineering contracts,1772
Use Case Maps,1773
healthcare,1774
user stories,1775
jigsaw puzzle,1776
Reuse,1777
Case study,1778
Tracing,1779
"['Structured tools', 'Personality type', 'Comprehension accuracy', 'Comprehension speed', 'Systems analysis']",1780
"['Requirements specification', 'Rule modeling', 'Goal modeling', 'Deontic operators']",1781
"['Abstractions', 'Natural language', 'Requirements elicitation', 'Evaluation of tool']",1782
Process Modeling,1783
change request,1784
concern-driven development,1785
"semantic frames, semantic roles, privacy risk, natural language processing, privacy",1786
"['Requirement Engineering', 'Data Warehouse', 'Organizational Goal', 'Requirement Engineer', 'Organizational View']",1787
test oriented requirements engineering (TORE),1788
privacy policy,1789
"['Requirements discovery', 'Requirements analysis', 'Text mining', 'Feature requests']",1790
Small Uncrewed Aerial Systems,1791
requirements artifacts,1792
Requirements elicitation education,1793
experiences,1794
Project Management,1795
Common Weakness Enumeration (CWE),1796
"['Requirement Engineering', 'Organisational Model', 'Acceptance Test', 'Requirement Elicitation', 'Mandatory Requirement']",1797
Tool Support,1798
"['Requirements engineering', 'Software architecture', 'Empirical study', 'Controlled study', 'Software engineering', 'Software process']",1799
Requirements Extraction,1800
Fault Tree Analysis,1801
Literature review,1802
QUS framework,1803
aspects,1804
regulatory compliance,1805
case study,1806
software safety risk,1807
sketching,1808
tool support,1809
eye tracking,1810
Goal Oriented Requirements Engineering (GORE),1811
vignettes,1812
Review,1813
Tool based analysis,1814
Multilingual,1815
"['Requirements engineering', 'Requirements elicitation', 'Empirical studies', 'Interviews']",1816
Requirements engineering process,1817
release management,1818
"['Usability requirement', 'Model transformation', 'Parameterized transformation']",1819
Feature model,1820
legacy,1821
Requirements Engineering Practices,1822
learning,1823
creativity workshops,1824
System Requirements,1825
"['Requirements monitoring', 'Web services', 'CASE', 'Electronic commerce']",1826
['Key words:Extensions to UML – Methodology – Reusable patterns – Workflow – Workflows for e-services'],1827
"['Constraint', 'Formal method', 'LOTOS (Language Of Temporal Ordering Specification)', 'Requirements', 'Specification']",1828
"['Requirements specification', 'Object-oriented analysis', 'Formal specification', 'Dynamic logic']",1829
expertise,1830
requirements negotiation,1831
orthogonal variability modeling,1832
Abstraction finding,1833
Information flow,1834
trust,1835
embedded systems,1836
context models,1837
Cross References,1838
safety,1839
agile software development,1840
traceability usage goals,1841
"['Aspects', 'Goal-oriented Requirement Language', 'Interaction detection', 'Semantic interactions', 'MATA', 'Sequence diagrams', 'UML', 'User Requirements Notation', 'Aspect-oriented Use Case Maps']",1842
Analytic Hierarchy Process (AHP),1843
"['Requirement Document', 'Case Tool', 'Engineering Life Cycle', 'Desktop Publishing', 'System Engineering Process']",1844
collaborative requirements prioritization,1845
Abbreviation Data-Set,1846
innovation,1847
Strategy,1848
"['Requirements engineering', 'Eye tracking', 'Vision', 'Video']",1849
Composite applications,1850
visual analytics,1851
Performance Measures,1852
Review Mining,1853
System and security co-engineering,1854
TensorFlow,1855
Fault Tree,1856
Generality,1857
"['Requirements engineering', 'Requirements specification', 'Mentoring', 'Specification quality', 'Defect density']",1858
"['Model management', 'View-based development', 'View merging', 'Inconsistency management']",1859
['Key words:Abstraction – Requirements elicitation – Scenarios – Use cases – Vivid scenarios'],1860
Ambiguity,1861
On-Board System,1862
Modeling Tools,1863
Cyber Digital Twin,1864
dataset,1865
"reusability, feature modelling, case-based reasoning, feature-similarity model",1866
Artifact linking,1867
qualitative research,1868
"['Stakeholders', 'Interorganizational networks', 'Interorganizational information systems']",1869
Software Modeling,1870
Telemedicine requirements elicitation,1871
software requirement pattern,1872
software quality,1873
"['Evidence-based software engineering', 'Requirements engineering', 'Systematic review', 'Mapping study']",1874
certified explainability,1875
Research Agenda,1876
Model-Based Systems Engineering,1877
['Key words:Design representations – Requirements engineering – Scenarios'],1878
nocuous ambiguity,1879
awareness requirements,1880
STS-ml,1881
situational method engineering,1882
Pre-Requirements specification Traceability,1883
"['Creativity', 'Creativity enhancement techniques', 'Controlled experiment', 'Multiple viewpoints', 'Optimization of creativity enhancement technique', 'Pragmatics of communication', 'Requirements elicitation']",1884
"['UML', 'Security requirements', 'Model checking', 'SPIN']",1885
valuation,1886
Empirical-research,1887
localisation,1888
readiness,1889
Constraint Programing,1890
automated reasoning techniques,1891
auditing,1892
System failures,1893
rule-based approach,1894
Persuasive Technology,1895
Requirement-based test generation,1896
Mobility Requirements,1897
goal-oriented requirements engineering,1898
method adoption,1899
templates,1900
User Experience,1901
"['Requirements change', 'Dependency matrix', 'Change interdependencies', 'Change prioritization', 'Impact analysis']",1902
Mobile Applications,1903
['Key words:Global organisations – Object technology – Requirements – Use cases'],1904
"['Formal methods', 'Specification languages', 'Statecharts', 'Visual languages']",1905
"['Software quality engineering', 'Quality requirements (QRs)', 'Non-functional requirements (NFRs)', 'Quality attributes (QAs)', 'BMM (business motivation model)', 'Business goals (BGs)', 'QR elicitation method']",1906
"['Quality attribute', 'Early aspect', 'Use case specification', 'Text mining', 'Tool support']",1907
"['COTS', 'Tender process', 'Business goals', 'Software requirements', 'Integration requirements', 'Use cases', 'Task and support']",1908
safety certification,1909
User stories,1910
Requirements Ambiguity Detection,1911
elaboration techniques,1912
requirements specification,1913
parser generator,1914
"['Animation', 'Multimedia', 'Narration', 'Requirements validation', 'Systems analysis']",1915
"['Systematic review', 'Requirements', 'Analysis model', 'Transformation', 'Traceability', 'Natural language']",1916
Group Decision Making,1917
coordination,1918
Requirements identification,1919
mobile apps,1920
Requirement elicitation,1921
process modelling,1922
Goal model,1923
Graphical Notations,1924
agile system development,1925
empirical investiigation,1926
"['User feedback', 'Review analytics', 'Software analytics', 'Machine learning', 'Natural language processing', 'Data-driven requirements engineering']",1927
nonfunctional requirements,1928
Optioneering,1929
wiki,1930
non-human,1931
Dependency Tree Visualisation,1932
Code Coverage,1933
law,1934
requirements-led configurations,1935
syntax,1936
requirements engineer,1937
service design,1938
review,1939
UML statemachines,1940
requirements models,1941
requirements reviews,1942
Variability Model,1943
Ontology-based requirements analysis,1944
Software Enhancement,1945
Product Usage,1946
Search based,1947
goals,1948
variability analysis,1949
interview,1950
risk control,1951
RE@runtime,1952
teams,1953
"['Conceptual modelling', 'Market research', 'NLP-based CASE tools', 'Potential demand', 'Requirements analysis']",1954
crowd data,1955
Complex Systems,1956
Agile Requirements Engineering,1957
Safety-critical,1958
Techniques,1959
requirements-driven collaboration,1960
['Key words: Information requirements – Information systems development – Methodologies – Research – Socio-technical – Soft systems'],1961
Systems architecture,1962
sustainability,1963
Legal contracts,1964
Requirements Knowledge,1965
functional requirements,1966
"['Conviviality', 'Access control', 'Negotiable and non-negotiable authorizations', 'Requirement model']",1967
Traceability Automation,1968
Software product forums,1969
domain-independent,1970
decision making,1971
"['Formation systems', 'Requirements engineering', 'Scenario modelling', 'Software design', 'Use cases']",1972
iStar social modeling,1973
Safety Assessment,1974
Goal-Oriented,1975
Uncertainty,1976
software tools,1977
User Reviews,1978
RE@21 generic requirements reuse,1979
Quality of Requirements,1980
Requirements specifications,1981
Platform,1982
Natural language,1983
"['Ontologies', 'Requirements engineering', 'Systematic literature review']",1984
Provenance,1985
granularity,1986
tacit knowledge,1987
semantic legal metadata,1988
machine-learning,1989
terminology,1990
Innovation Modeling,1991
"['Requirement Engineering', 'System Solution', 'Requirement Engineer', 'Automate Support', 'Comprehensive Level']",1992
Requirement Engineering (RE),1993
Architecture,1994
Automotive Software,1995
real options,1996
HAZOP,1997
requirements quality,1998
Prototype,1999
feature diagram,2000
large-scale project delivery,2001
requirements engineering visualization,2002
"['Software traceability', 'Exploratory study', 'Agile development', 'Safety-critical systems']",2003
Configurable system,2004
Requirements Prioritization,2005
logistic regression,2006
"['Roles', 'Conceptual models', 'EER', 'Eye tracking']",2007
economics,2008
automation,2009
"['Requirement Engineer', 'Requirement Document', 'Requirement Validation', 'Software Requirement Specification', 'Reading Technique']",2010
"['Requirement Engineering', 'Scenario Evolution', 'Scenario Base', 'Trace Link', 'Configuration Management']",2011
Feature modelling,2012
Collaborative Modeling,2013
Business Rules,2014
requirements informational modeling,2015
Explainable Systems,2016
social isolation,2017
Learning Experiential Pedagogy,2018
forum mining,2019
modeling languages,2020
Multi-modal Data Analysis,2021
automatic labeling,2022
"['Requirements', 'Survey', 'Current practice', 'Project size', 'Systems development economics']",2023
"Requirements modeling, Metamodeling, Agile Modeling Method Engineering, Modeling method requirements",2024
shared understanding,2025
Requirements Analysis,2026
team work,2027
artificial intelligence,2028
Software Footprint,2029
Requirement Data-Set,2030
Usability,2031
software requirements specifications,2032
Artificial Intelligence,2033
art provenance,2034
question answering,2035
Quality Control,2036
solution design,2037
matchmaking,2038
Domain-Specific Language Models,2039
decision-making,2040
requirements dimension,2041
data movement,2042
Data Analytics,2043
NFR,2044
Terminology,2045
Model-based Engineering,2046
use case,2047
Risk Appetite,2048
UML profile,2049
security,2050
standards,2051
Responsible Software Engineering,2052
i∗,2053
policy document,2054
Software Evolution,2055
Design-Operation,2056
"['Feature modeling', 'Product line requirements engineering', 'Goal modeling', 'Feature space', 'Feature modeling viewpoints']",2057
"['Requirement selection', 'Requirement scheduling', 'Release planning', 'Requirement dependency', 'Integer linear programming (ILP)', 'Simulation', 'Scrum']",2058
Requirements Specification,2059
efficiency,2060
assessment,2061
“good-enough” requirements,2062
State Extraction,2063
Consistency Checking,2064
feature interaction,2065
"['Decision based approach', 'Meta-modelling', 'Process centred software engineering environment', 'Process modelling']",2066
communication mistakes,2067
Requirements Monitorig,2068
frameworks,2069
run-time,2070
"Requirements Engineering, Safety Engineering, Maturity Models, Safety-Critical Systems, Process Assessment",2071
Requirements-engineering,2072
refinement patterns,2073
"['Information quality', 'Business process', 'Workflow nets', 'Requirements engineering', 'Socio-technical systems']",2074
smell detection,2075
crowdsourcing,2076
Change,2077
interaction design,2078
Requirements engineering for user experience,2079
"['Process-aware information system', 'Workflow patterns', 'Time patterns', 'Temporal perspective']",2080
dependent variables,2081
Satisfaction Assessment,2082
adaptive systems,2083
traceability effort and quality,2084
Software Feature Request Detection,2085
Data flow analysis,2086
['Key words:Case study – Experience – Requirements definition – Requirements specification – Viewpoints'],2087
requirements reuse,2088
information model,2089
requirements knowledge,2090
"['Software changeability', 'Software traceability', 'Coupling', 'Software requirements']",2091
Middleware,2092
clustering,2093
uncertainty,2094
False negatives,2095
Human Values,2096
OSS development,2097
Prompt Engineering,2098
data-analytics,2099
education,2100
usage monitoring,2101
app review analysis,2102
"['COTS versus requirements mismatch', 'Decision support', 'COTS selection']",2103
social media,2104
"['Requirements prioritization', 'Requirements triage', 'Data mining', 'Non-functional requirements']",2105
Embedded Systems,2106
"['Conceptual schema', 'Data modeling', 'Entity relationship model', 'ER diagram', 'Experimental evaluation', 'User comprehension of data model']",2107
epidemiology,2108
"['Software Engineer', 'User Requirement', 'European Space Agency', 'Payback', 'Requirement Engineer']",2109
Smart Cities,2110
"Data protection, privacy, requirements engineering, software architectures, regulation, law, GDPR, SMEs, SOA",2111
self-repair,2112
Backlog Items,2113
"['Data warehouse requirements', 'MDA', 'Multidimensional schema', 'Historization', 'Metadata', 'UML profile']",2114
HCI,2115
Safety Critical,2116
"['Security requirements engineering', 'Risk analysis', 'Agent-oriented software engineering', 'Empirical security knowledge']",2117
ambiguity,2118
"['Requirements engineering', 'Process improvement', 'Process assessment', 'Requirements engineering practices']",2119
requirement consistency index,2120
"reuse, reusability, feature-similarity model, case-based reasoning",2121
requirement engineering,2122
context adaptive systems,2123
Non-functional Requirement,2124
focus+context,2125
strategic decision-making,2126
data analytics,2127
"Requirements engineering, Modeling tools, Navigation techniques, FlexiView, Zooming, User Interface, Empirical study, Experiment",2128
self-adaptive system,2129
model generation,2130
sociotechnical systems,2131
REBoK RE Interactive,2132
Simulation toolkit,2133
legal requirements,2134
"['Scenario-based specification', 'Product lines', 'Feature compositions', 'Consistency']",2135
eTASM,2136
"['Information systems', 'Animal-centered technology', 'Interspecies communication', 'Socio-technical systems', 'Requirements', 'Animal–computer interaction']",2137
CAIRIS,2138
optimization,2139
Semi-Structured Interviews,2140
Model modeling,2141
Feature Interactions,2142
"['Requirements engineering', 'Agent-oriented software engineering', 'Adaptive software', 'BDI agents', 'Empirical study']",2143
domain requirements,2144
bounded model checking,2145
"['Security reference architecture', 'Security patterns ', 'Reference architecture', 'Security requirements', 'Secure software development', 'Cloud computing', 'IaaS security']",2146
info case,2147
Scientific evaluation papers,2148
Inconsistency,2149
Model-driven engineering,2150
escalation prediction,2151
"['Model-driven software engineering', 'Traceability links recovery', 'Requirements engineering']",2152
complexity,2153
feature models,2154
software customization,2155
vulnerability,2156
guidance,2157
RE4SA,2158
requirement engineering.,2159
computer-aided support system,2160
formalization,2161
good practices,2162
techniques,2163
requirements communication,2164
verification,2165
Values Motivations,2166
"['Misuse case model', 'Security robustness analysis', 'Acceptance tests', 'Functional security requirements']",2167
Legal Compliance,2168
"['Requirements formalization', 'Formal analysis of requirements', 'Ontology', 'Automated requirements-based test generation', 'Requirements engineering', 'Formal methods']",2169
view-based requirements specification,2170
Automated generation model,2171
RNN,2172
Community of Practice,2173
Busiess Agility,2174
Pedagogy,2175
Chatbot,2176
"['Requirement Engineering', 'Scenario Approach', 'Context Facet', 'Instance Scenario', 'Task Scenario']",2177
Qualitative Survey,2178
Requirements Optimisation,2179
Formal models,2180
Legal Contract,2181
NLP Tasks,2182
technical debt,2183
Experience requirements,2184
industry and research collaboration,2185
Refinement,2186
ethics,2187
technical documents,2188
['Key words:IS analysis methodologies – Object oriented – Requirements'],2189
DW,2190
Replication,2191
"UX, quality model, metrics, measurement, score, questionnaire, reliability",2192
Educational Approaches,2193
reasoning@runtime,2194
digital transformation,2195
Traceability Information Model (TIM),2196
Quality model of requirements specifications,2197
"['Functional analysis', 'IS development', 'Modeling methods', 'User requirements', 'Use Case', 'UML', 'FOOM', 'OO-DFD']",2198
Approaches,2199
Feature Usage Analysis,2200
Sustainability Requirements,2201
Grounded Theory,2202
Video Platforms,2203
Semantic Elements,2204
priorities,2205
OSS,2206
Quality Model,2207
Cross-References Regulatory Compliance,2208
formal modeling and analysis,2209
mixed method,2210
Requirements evolution,2211
Post-WIMP,2212
Requirements management tool,2213
"['Secure software engineering', 'Requirements analysis', 'Organizational learning', 'Requirements workflow modeling']",2214
Requirements Patterns,2215
Goal Mining,2216
classification quality,2217
model transformation,2218
Satisficing,2219
Requirement Elicitation,2220
['Key words: Business patterns – Design patterns – Modelling – Product information systems – Requirements engineering – Reuse'],2221
Causal reasoning,2222
rule-based,2223
quality factor,2224
"['Requirements', 'Non-functional', 'Time modeling', 'Timed Use Case Maps (TUCM)', 'User Requirements Notation (URN)', 'Abstract State Machines (ASM)']",2225
User Requirements Elicitation,2226
interdisciplinary design,2227
Autonomous Driving Systems,2228
Recommender,2229
quality characteristics,2230
incomplete requirement,2231
Customer Involvement,2232
multi-generational software products,2233
Digital Transformation,2234
Goal modelling tool,2235
"['Workshop videos', 'Requirements communication', 'Video analysis', 'Developer perception', 'Phenomenological evaluation']",2236
perspective-based requirements specification,2237
Conceptual modeling,2238
decision analysis,2239
Fault-Tolerance,2240
['Key words: Conceptual modelling – Factual and temporal uncertainty – Multiple information sources – Nested relational databases'],2241
"['Requirement Engineering', 'Problem Domain', 'Requirement Engineer', 'IEEE Software', 'Requirement Engineering Process']",2242
"['Requirements engineering', 'Requirements prioritising', 'Cost-value approach']",2243
Privacy,2244
"['i* framework', 'Automatic layout', 'Empirical study', 'Prototype tool']",2245
Public Requirements,2246
Monitoring,2247
policy,2248
"['Good Practice', 'Product Success', 'Requirement Engineer', 'Software Development Project', 'Excessive Risk Taker']",2249
textual genre,2250
Global software development,2251
model-driven requirements engineering,2252
"['Software requirements', 'Multi-objective algorithm', 'Next release problem', 'Master–slave model']",2253
Traffic Signal Timing,2254
Data Driven Requirements Engineering,2255
Crowd-based requirements engineering,2256
"['ISO 27001', 'Security policies', 'Control selection', 'Threat analysis', 'Information security management system', 'Asset identification privacy', 'Legal compliance', 'Cloud computing security']",2257
"['Goal-oriented requirements engineering', 'Goal modeling', 'Model analysis', 'Model evolution', 'Rational reconstruction']",2258
gamification,2259
computer security,2260
goal-oriented,2261
Evolving Requirements,2262
Expectation management,2263
compliance,2264
Multi Attribute Utility Theory,2265
industrial data,2266
"['Socio-technical systems', 'Exploring requirements alternatives', 'Planning', 'Evaluation metrics']",2267
"['COTS', 'Tender process', 'Integration requirements', 'Risk reduction', 'Open-target requirements', 'Supplier monopoly', 'Third-party requirements']",2268
"['Non-functional requirements', 'Software design and architecture', 'Search-based software engineering', 'Recommendation systems', 'Chatbots', 'Knowledge-based question answering', 'Automated design generation']",2269
safety case,2270
analogical matching,2271
video,2272
experiments,2273
Non-functional Requirements,2274
"['GORE', 'Tropos', 'Goal evolution']",2275
Multi-Artifact Testing,2276
"['Requirements engineering', 'Architectural design', 'Mapping between requirements model and architectural model', 'Model-driven engineering', 'Adaptive systems']",2277
NonFunctional Requirements,2278
"['Requirements identification', 'Creativity', 'Stakeholders’ social network', 'Social clusters', 'Topic modeling', 'Part-of-speech tagging']",2279
fixed price contract,2280
Data analytics,2281
conflicts,2282
user story templates,2283
User behaviors mining,2284
['Key words:Method engineering – Process enactment mechanism – Process guidance – System development process modelling'],2285
Model-driven development,2286
context detection,2287
Shared Understanding,2288
"['Requirements engineering', 'Needs elicitation', 'ICT4D', 'Culture', 'Storytelling', 'Requirements elicitation methodology']",2289
App Features Extraction,2290
evaluation of tool,2291
Block diagram,2292
concern,2293
user involvement,2294
Therapy,2295
Customer Value,2296
interpretable machine learning,2297
NL requirements,2298
reviews,2299
Multi-methods,2300
service oriented architectures,2301
Data Mining,2302
secure code,2303
Social media,2304
Empirical Studies,2305
distributed requirements engineering,2306
Supporting Tool,2307
Rasa Open-Source,2308
Transparency,2309
"['Requirements engineering', 'Knowledge driven', 'Data analytics platform', 'Software architecture', 'Semantic web', 'Ontology']",2310
"['Requirements engineering', 'Continuous software engineering', 'Automotive systems engineering']",2311
"['Big-step modelling languages', 'Semantics of modelling languages', 'Model-driven development', 'Domain-specific modelling languages', 'Statecharts', 'UML StateMachines']",2312
Liveness,2313
digital forensics,2314
"['Informal specifications', 'Iterative software development', 'Lightweight models', 'Process', 'PROMELA', 'Request for Comments (RFC)', 'Trivial File Transfer', 'Protocol (TFTP)SPIN']",2315
acceptance tests,2316
goal Model,2317
Feature interaction,2318
"['Privacy', 'Threat modeling', 'Requirements', 'Secure software engineering']",2319
Complex system,2320
"Data set, gold standard, answer set, evaluation",2321
Formalization,2322
design rationale,2323
Program Analysis,2324
"['Open source', 'Software ecosystem', 'Requirements engineering', 'Stakeholder analysis']",2325
Version Control System,2326
feature modeling,2327
Rule Classification,2328
requirements engineering,2329
requirements engineering process failures,2330
"['Consistencies of requirements', 'Metrics of requirements', 'Objectives and constraints']",2331
trial design,2332
Experience Report,2333
metrics,2334
collaborative requirements prioritisation,2335
"['Goal-based modelling', 'iStar', 'Extensions', 'Qualitative study', 'Survey']",2336
['Key words:COTS acquisition – Enterprise-level impacts – Scenarios – System procurement'],2337
['Key words:Classification – Curriculum – Information systems – Method engineering'],2338
"['Domain Model', 'Unify Modeling Language', 'Requirement Engineering', 'Functional Requirement', 'Unify Process']",2339
"['Requirements articulation', 'Personalised information provision', 'Knowledge construction', 'User profiling', 'Information space']",2340
"['Agile', 'Agile development', 'Agile requirements', 'Requirements management', 'Requirements knowledge']",2341
measurement,2342
physical metaphor,2343
Software Product Management,2344
integer programming,2345
Software architecture,2346
communication,2347
logic programming,2348
Industry Standards,2349
Predictive Modelling,2350
ISV,2351
"['Requirements engineering', 'Web engineering', 'Web augmentation']",2352
"['Business process management', 'Authorisation requirement', 'Process modelling', 'Access control', 'Verification']",2353
Hyponym,2354
teaching and learning,2355
Performance Requirements,2356
System Goals,2357
Documentation,2358
consistency checking,2359
"['Modeling and simulation', 'Formal properties modeling', 'Requirements engineering', 'Modelica', 'System verification']",2360
Clustering,2361
elicitation techniques,2362
Acceptance requirements,2363
Critical Systems,2364
language models,2365
Artificial intelligence,2366
"Requirements Negotiation, Sustainability, WinWin Negotiation Model, EasyWinWin, Case Study",2367
Agile requirements engineering,2368
Web Accessibility,2369
"['Traceability modeling', 'Software product line engineering', 'Product-line architecture', 'Variability']",2370
GORE,2371
lexical affinities,2372
['Key words:Animation of specifications – Inheritance – Object-oriented methods – Requirements engineering'],2373
"['Classification', 'Non-functional requirements', 'Information retrieval', 'Semantics']",2374
Exploratory case study,2375
system engineering,2376
Component-Bus-System-Property (CBSP) approach,2377
use cases,2378
"['Fluent Expression', 'Concrete State', 'System Goal', 'Visual Element', 'Enterprise Resource Planning System']",2379
Traceability Knowledge Graph,2380
feature model,2381
games,2382
"['Participative goal modelling', 'GRL', 'Multi-standard integration', 'Food safety standards', 'Audits', 'Regulatory compliance']",2383
"['Lightweight formal methods', 'Finite state machines', 'Tabular notations', 'Embedded systems', 'User interface specification']",2384
Example Mapping,2385
tooling,2386
Online discussions,2387
Model-Driven Development,2388
transparency analysis,2389
empirical case study,2390
"['Requirements engineering', 'Privacy requirements', 'Formal methods', 'Privacy-process patterns', 'Privacy enhancing technologies', 'Goal-oriented approach', 'System design']",2391
"['Aero-engines', 'Case study', 'Practical', 'Requirements', 'Reuse']",2392
Neural Network,2393
Security requirements,2394
self-adaptive,2395
TikTok,2396
"['App analytics', 'Rationale', 'Review mining']",2397
Case Study Research,2398
traceability practice,2399
Explainable Artificial Intelligence,2400
domain engineering,2401
"['Road Segment', 'Traffic Light', 'Problem Frame', 'Domain Property', 'Alloy Analyzer']",2402
"['Requirements management', 'Requirements engineering', 'Agile requirements engineering', 'DevOps', 'Multivocal mapping study']",2403
privacy aware,2404
Social engineering attacks,2405
Conference Interaction,2406
content analysis,2407
Requirements models,2408
"['Action research', 'Conceptual modelling', 'E-commerce', 'Economic value']",2409
model-driven,2410
Trust,2411
software feature mapping,2412
adaptation,2413
Service Oriented Architecture (SOA),2414
legal metadata,2415
Scalability,2416
Software Requirements Specifications,2417
Scenario,2418
emotional requirements,2419
Product Manager,2420
Workflow Analysis,2421
"['Requirements engineering', 'Requirements engineering education', 'Systematic literature review', 'Learning outcomes', 'Pedagogy']",2422
Event-driven Process Chain,2423
non-functional requirements trade-off,2424
New Product Development,2425
rationale capture,2426
unknown requirements,2427
Requirements Inspection,2428
relationship,2429
PaaS,2430
"['Pattern languages', 'Formal requirements', 'Intuitive understanding', 'Empirical study']",2431
tools,2432
system of systems,2433
user interface,2434
Goal Oriented Analysis,2435
Ambiguity finding,2436
user experience,2437
requirements analyst,2438
game,2439
Safety,2440
