PID,Title,MID,Major_Name,RelationshipType
553,ReqPat: Efficient documentation of high-quality requirements using controlled natural language,1,Requirements Engineering,CategorizedAs
554,Holistic security requirements analysis: An attacker's perspective,1,Requirements Engineering,CategorizedAs
555,"Breeze: A modeling tool for designing, analyzing, and improving software architecture",1,Requirements Engineering,CategorizedAs
556,StakeCloud Tool: From cloud consumers' search queries to new service requirements,1,Requirements Engineering,CategorizedAs
557,An enhanced requirements gathering interface for open source software development environments,1,Requirements Engineering,CategorizedAs
558,Supporting quantitative assessment of requirements in Goal Orientation,1,Requirements Engineering,CategorizedAs
559,Web tool for Goal modelling and statechart derivation,1,Requirements Engineering,CategorizedAs
560,Challenges of Requirements Engineering in AUTOSAR ecosystems,1,Requirements Engineering,CategorizedAs
561,Reuse of architecturally derived Standards Requirements,1,Requirements Engineering,CategorizedAs
562,Systematic elicitation of mode models for multifunctional systems,1,Requirements Engineering,CategorizedAs
563,Requirements problems in the development of a new user interface for healthcare equipment,1,Requirements Engineering,CategorizedAs
564,Experience requirements in video games definition and testability,1,Requirements Engineering,CategorizedAs
565,Agile requirements engineering with prototyping: A case study,1,Requirements Engineering,CategorizedAs
566,The myth of bad passive voice and weak words an empirical investigation in the automotive industry,1,Requirements Engineering,CategorizedAs
567,Understanding changes in use cases: A case study,1,Requirements Engineering,CategorizedAs
568,Using the requirements specification to infer the implicit test status of requirements,1,Requirements Engineering,CategorizedAs
569,The need of complementing plan-driven requirements engineering with emerging communication: Experiences from Volvo Car Group,1,Requirements Engineering,CategorizedAs
570,Incorporating preferences from multiple stakeholders in software requirements selection an interactive search-based approach,1,Requirements Engineering,CategorizedAs
571,How can corpus linguistics help improve requirements writing? Specifications of a space project as a case study,1,Requirements Engineering,CategorizedAs
572,The Personal Information Security Assistant,1,Requirements Engineering,CategorizedAs
573,Security Assurance Requirements Engineering (STARE) for trustworthy service level agreements,1,Requirements Engineering,CategorizedAs
574,A magnet-and-spring based visualization technique for enhancing the manipulation of requirements artifacts,1,Requirements Engineering,CategorizedAs
575,A language for writing system specifications in an aeronautical context,1,Requirements Engineering,CategorizedAs
576,Ready-Set-Transfer! Technology transfer in the requirements engineering domain,1,Requirements Engineering,CategorizedAs
577,Technology transfer - Requirements Engineering research to industrial practice an open (ended) debate,1,Requirements Engineering,CategorizedAs
578,Now more than ever: Privacy and security are required (keynote),1,Requirements Engineering,CategorizedAs
579,How practitioners approach gameplay requirements? An exploration into the context of massive multiplayer online role-playing games,1,Requirements Engineering,CategorizedAs
580,Therapist-centered requirements: A multi-method approach of requirement gathering to support rehabilitation gaming,1,Requirements Engineering,CategorizedAs
581,Towards a situation awareness design to improve visually impaired orientation in unfamiliar buildings: Requirements elicitation study,1,Requirements Engineering,CategorizedAs
582,Supporting early decision-making in the presence of uncertainty,1,Requirements Engineering,CategorizedAs
583,Integrating exception handling in goal models,1,Requirements Engineering,CategorizedAs
584,Protos: Foundations for engineering innovative sociotechnical systems,1,Requirements Engineering,CategorizedAs
585,Automated detection and resolution of legal cross references: Approach and a study of Luxembourg's legislation,1,Requirements Engineering,CategorizedAs
586,Goal-oriented compliance with multiple regulations,1,Requirements Engineering,CategorizedAs
587,Identifying and classifying ambiguity for regulatory requirements,1,Requirements Engineering,CategorizedAs
588,An Approach for Decision Support on the Uncertainty in Feature Model Evolution,1,Requirements Engineering,CategorizedAs
589,Maintaining requirements for long-living software systems by incorporating security knowledge,1,Requirements Engineering,CategorizedAs
590,Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation,1,Requirements Engineering,CategorizedAs
591,TiQi: Towards natural language trace queries,1,Requirements Engineering,CategorizedAs
592,Traceability-enabled refactoring for managing just-in-time requirements,1,Requirements Engineering,CategorizedAs
593,Supporting traceability through affinity mining,1,Requirements Engineering,CategorizedAs
594,How Do Users Like This Feature? A Fine Grained Sentiment Analysis of App Reviews,1,Requirements Engineering,CategorizedAs
595,Scaling requirements extraction to the crowd: Experiments with privacy policies,1,Requirements Engineering,CategorizedAs
596,Discovering affect-laden requirements to achieve system acceptance,1,Requirements Engineering,CategorizedAs
597,Hidden in plain sight: Automatically identifying security requirements from natural language artifacts,1,Requirements Engineering,CategorizedAs
598,Managing security requirements patterns using feature diagram hierarchies,1,Requirements Engineering,CategorizedAs
599,Engineering topology aware adaptive security: Preventing requirements violations at runtime,1,Requirements Engineering,CategorizedAs
600,Openness and requirements: Opportunities and tradeoffs in software ecosystems,1,Requirements Engineering,CategorizedAs
601,RISDM: A requirements inspection systems design methodology: Perspective-based design of the pragmatic quality model and question set to SRS,1,Requirements Engineering,CategorizedAs
602,Tackling the requirements jigsaw puzzle,1,Requirements Engineering,CategorizedAs
603,Automated support for combinational creativity in requirements engineering,1,Requirements Engineering,CategorizedAs
604,Automated extraction and visualization of quality concerns from requirements specifications,1,Requirements Engineering,CategorizedAs
605,Language Extended Lexicon points: Estimating the size of an application using its language,1,Requirements Engineering,CategorizedAs
606,The role of legal expertise in interpretation of legal requirements and definitions,1,Requirements Engineering,CategorizedAs
607,Evaluating the business value of information technology: Case study on game management system,1,Requirements Engineering,CategorizedAs
608,"Non-functional requirements as qualities, with a spice of ontology",1,Requirements Engineering,CategorizedAs
609,Quality requirements elicitation based on inquiry of quality-impact relationships,1,Requirements Engineering,CategorizedAs
610,Nòmos 3: Reasoning about regulatory compliance of requirements,1,Requirements Engineering,CategorizedAs
611,GUITAR: An ontology-based automated requirements analysis tool,1,Requirements Engineering,CategorizedAs
612,Simulation-based requirements discovery for smart driver assistive technologies,1,Requirements Engineering,CategorizedAs
613,EAM: Ecosystemability assessment method,1,Requirements Engineering,CategorizedAs
614,Combined goal and feature model reasoning with the User Requirements Notation and jUCMNav,1,Requirements Engineering,CategorizedAs
615,Decisively: Application of Quantitative Analysis and Decision Science in Agile Requirements Engineering,1,Requirements Engineering,CategorizedAs
616,VARED: Verification and analysis of requirements and early designs,1,Requirements Engineering,CategorizedAs
617,Structured multi-view modeling by tabular notation,1,Requirements Engineering,CategorizedAs
618,Efficient visual notations for efficient stakeholder communication,1,Requirements Engineering,CategorizedAs
619,Symbolic verification of requirements in VRS system,1,Requirements Engineering,CategorizedAs
620,Business Application Modeler: A process model Validation and Verification tool,1,Requirements Engineering,CategorizedAs
1473,A systematic literature review of requirements engineering education,1,Requirements Engineering,CategorizedAs
1474,Privacy requirements elicitation: a systematic literature review and perception analysis of IT practitioners,1,Requirements Engineering,CategorizedAs
1475,A knowledge-driven approach for designing data analytics platforms,1,Requirements Engineering,CategorizedAs
1476,Philanthropic conference-based requirements engineering in time of pandemic and beyond,1,Requirements Engineering,CategorizedAs
1477,Evaluating a privacy requirements specification method by using a mixed-method approach: results and lessons learned,1,Requirements Engineering,CategorizedAs
1478,Measuring and improving software requirements elicitation in a small-sized software organization: a lightweight implementation of ISO/IEC/IEEE 15939:2017—systems and software engineering—measurement process,1,Requirements Engineering,CategorizedAs
1479,Non-functional requirements for machine learning: understanding current use and challenges among practitioners,1,Requirements Engineering,CategorizedAs
1480,Requirements management in DevOps environments: a multivocal mapping study,1,Requirements Engineering,CategorizedAs
1481,A hybrid technique using minimal spanning tree and analytic hierarchical process to prioritize functional requirements for parallel software development,1,Requirements Engineering,CategorizedAs
1482,The state-of-practice in requirements specification: an extended interview study at 12 companies,1,Requirements Engineering,CategorizedAs
1483,Including business strategy in model-driven methods: an experiment,1,Requirements Engineering,CategorizedAs
1484,WEBAPIK: a body of structured knowledge on designing web APIs,1,Requirements Engineering,CategorizedAs
1485,Requirements engineering for sustainable software systems: a systematic mapping study,1,Requirements Engineering,CategorizedAs
1486,"Requirements quality research: a harmonized theory, evaluation, and roadmap",1,Requirements Engineering,CategorizedAs
1487,When details are difficult to portray: enriching vision videos,1,Requirements Engineering,CategorizedAs
1488,On understanding and predicting issue links,1,Requirements Engineering,CategorizedAs
1489,What do we know about requirements management in software ecosystems?,1,Requirements Engineering,CategorizedAs
1490,The role of informal communication in building shared understanding of non-functional requirements in remote continuous software engineering,1,Requirements Engineering,CategorizedAs
1491,Why don’t we trace? A study on the barriers to software traceability in practice,1,Requirements Engineering,CategorizedAs
1492,Editorial for the REFSQ’23 special issue,1,Requirements Engineering,CategorizedAs
1493,Systematic adaptation and investigation of the understandability of a formal pattern language,1,Requirements Engineering,CategorizedAs
1494,Requirements and software engineering for automotive perception systems: an interview study,1,Requirements Engineering,CategorizedAs
1495,Turning asynchronicity into an opportunity: asynchronous communication for shared understanding with vision videos,1,Requirements Engineering,CategorizedAs
1496,Improving requirements completeness: automated assistance through large language models,1,Requirements Engineering,CategorizedAs
1497,An empirical investigation of challenges of specifying training data and runtime monitors for critical software with machine learning and their relation to architectural decisions,1,Requirements Engineering,CategorizedAs
1498,Editorial,1,Requirements Engineering,CategorizedAs
1499,An approach for performance requirements verification and test environments generation,1,Requirements Engineering,CategorizedAs
1500,Aligning requirements and testing through metamodeling and patterns: design and evaluation,1,Requirements Engineering,CategorizedAs
1501,Specifying requirements for collection and analysis of online user feedback,1,Requirements Engineering,CategorizedAs
1502,A negotiation support system for defining utility functions for multi-stakeholder self-adaptive systems,1,Requirements Engineering,CategorizedAs
1503,On the relationship between similar requirements and similar software,1,Requirements Engineering,CategorizedAs
1504,"Causality in requirements artifacts: prevalence, detection, and impact",1,Requirements Engineering,CategorizedAs
1505,Editorial,1,Requirements Engineering,CategorizedAs
1506,Testing software’s changing features with environment-driven abstraction identification,1,Requirements Engineering,CategorizedAs
1507,Explainable software systems: from requirements analysis to system evaluation,1,Requirements Engineering,CategorizedAs
1508,Assessing user stories: the influence of template differences and gender-related problem-solving styles,1,Requirements Engineering,CategorizedAs
1509,Crowd-based requirements elicitation via pull feedback: method and case studies,1,Requirements Engineering,CategorizedAs
1510,Guidelines adopted by agile teams in privacy requirements elicitation after the Brazilian general data protection law (LGPD) implementation,1,Requirements Engineering,CategorizedAs
1511,How do requirements evolve during elicitation? An empirical study combining interviews and app store analysis,1,Requirements Engineering,CategorizedAs
1512,Correction to: Empirical research on requirements quality: a systematic mapping study,1,Requirements Engineering,CategorizedAs
1513,Correction to: On the relationship between similar requirements and similar software,1,Requirements Engineering,CategorizedAs
1514,Catalog of invisibility correlations for UbiComp and IoT applications,1,Requirements Engineering,CategorizedAs
1515,Detecting coreferent entities in natural language requirements,1,Requirements Engineering,CategorizedAs
1516,Theory as a source of software and system requirements,1,Requirements Engineering,CategorizedAs
1517,Voice of the users: an extended study of software feedback engagement,1,Requirements Engineering,CategorizedAs
1518,Stakeholder identification for a structured release planning approach in the automotive domain,1,Requirements Engineering,CategorizedAs
1519,An impact-driven approach to predict user stories instability,1,Requirements Engineering,CategorizedAs
1520,Empirical research on requirements quality: a systematic mapping study,1,Requirements Engineering,CategorizedAs
1521,How assurance case development and requirements engineering interplay: a study with practitioners,1,Requirements Engineering,CategorizedAs
1522,"A multi-level semantic web for hard-to-specify domain concept, Pedestrian, in ML-based software",1,Requirements Engineering,CategorizedAs
1523,A systematic literature review of empirical research on quality requirements,1,Requirements Engineering,CategorizedAs
1524,A use case driven approach to game modeling,1,Requirements Engineering,CategorizedAs
1525,Leveraging BPMN particularities to improve traceability links recovery among requirements and BPMN models,1,Requirements Engineering,CategorizedAs
1526,A validation of QDAcity-RE for domain modeling using qualitative data analysis,1,Requirements Engineering,CategorizedAs
1527,Exploring the challenges and benefits for scaling agile project management to large projects: a review,1,Requirements Engineering,CategorizedAs
1528,Formal requirements modeling for cyber-physical systems engineering: an integrated solution based on FORM-L and Modelica,1,Requirements Engineering,CategorizedAs
1529,TracIMo: a traceability introduction methodology and its evaluation in an Agile development team,1,Requirements Engineering,CategorizedAs
1530,Correction to: Risk‑aware business process management using multi‑view modeling: method and tool,1,Requirements Engineering,CategorizedAs
1531,Correction to: Is it possible to disregard obsolete requirements? A family of experiments in software effort estimation,1,Requirements Engineering,CategorizedAs
1532,A framework for evaluating and improving requirements specifications based on the developers and testers perspective,1,Requirements Engineering,CategorizedAs
1533,Interspecies information systems,1,Requirements Engineering,CategorizedAs
1534,A quantitative comparison of the effects of modeling approaches on system verification using a controlled challenge problem,1,Requirements Engineering,CategorizedAs
1535,Network structure and requirements crowdsourcing for OSS projects,1,Requirements Engineering,CategorizedAs
1536,Risk-aware business process management using multi-view modeling: method and tool,1,Requirements Engineering,CategorizedAs
1537,Formal reasoning for analyzing goal models that evolve over time,1,Requirements Engineering,CategorizedAs
1538,Toward practical adoption of i* framework: an automatic two-level layout approach,1,Requirements Engineering,CategorizedAs
1539,A Game-theoretic approach to analyze interacting actors in GRL goal models,1,Requirements Engineering,CategorizedAs
1540,Is it possible to disregard obsolete requirements? a family of experiments in software effort estimation,1,Requirements Engineering,CategorizedAs
1541,A GRL-compliant iStar extension for collaborative cyber-physical systems,1,Requirements Engineering,CategorizedAs
1542,The state-of-practice in requirements elicitation: an extended interview study at 12 companies,1,Requirements Engineering,CategorizedAs
1543,Modeling machine learning requirements from three perspectives: a case report from the healthcare domain,1,Requirements Engineering,CategorizedAs
1544,Assisted requirements selection by clustering,1,Requirements Engineering,CategorizedAs
1545,DAREF: MDA framework for modelling data warehouse requirements and deducing the multidimensional schema,1,Requirements Engineering,CategorizedAs
1546,Automatically detecting feature requests from development emails by leveraging semantic sequence mining,1,Requirements Engineering,CategorizedAs
1547,RAPID: a knowledge-based assistant for designing web APIs,1,Requirements Engineering,CategorizedAs
1548,Robust requirements gathering for ontologies in smart water systems,1,Requirements Engineering,CategorizedAs
1549,A retrospective on Telos as a metamodeling language for requirements engineering,1,Requirements Engineering,CategorizedAs
1550,Requirements-driven data warehouse design based on enhanced pivot tables,1,Requirements Engineering,CategorizedAs
1551,Model elements identification using neural networks: a comprehensive study,1,Requirements Engineering,CategorizedAs
1552,Safety requirements for symbiotic human–robot collaboration systems in smart factories: a pairwise comparison approach to explore requirements dependencies,1,Requirements Engineering,CategorizedAs
1553,Modeling functional requirements using tacit knowledge: a design science research methodology informed approach,1,Requirements Engineering,CategorizedAs
1554,Preface to the requirements engineering special issue on selected papers from RE’19,1,Requirements Engineering,CategorizedAs
1555,Explainability as a non-functional requirement: challenges and recommendations,1,Requirements Engineering,CategorizedAs
1556,An efficient approach for reviewing security-related aspects in agile requirements specifications of web applications,1,Requirements Engineering,CategorizedAs
1557,Requirements engineering for sustainability: an awareness framework for designing software systems for a better tomorrow,1,Requirements Engineering,CategorizedAs
1558,SaPeer and ReverseSaPeer: teaching requirements elicitation interviews with role-playing and role reversal,1,Requirements Engineering,CategorizedAs
1559,Author Correction: Customer support ticket escalation prediction using feature engineering,1,Requirements Engineering,CategorizedAs
1560,Correction to: Modular norm models: practical representation and analysis of contractual rights and obligations,1,Requirements Engineering,CategorizedAs
1561,Modular norm models: practical representation and analysis of contractual rights and obligations,1,Requirements Engineering,CategorizedAs
1562,Cultural influence on requirements engineering activities: a systematic literature review and analysis,1,Requirements Engineering,CategorizedAs
1563,A socio-technical-based process for questionnaire development in requirements elicitation via interviews,1,Requirements Engineering,CategorizedAs
1564,Expanding the nature and scope of requirements for service systems through Service-Dominant Logic: the case of a telemonitoring service,1,Requirements Engineering,CategorizedAs
1565,Software requirements testing approaches: a systematic literature review,1,Requirements Engineering,CategorizedAs
1566,Parallel multi-objective artificial bee colony algorithm for software requirement optimization,1,Requirements Engineering,CategorizedAs
1567,Reconstructing the past: the case of the Spadina Expressway,1,Requirements Engineering,CategorizedAs
1568,GARUSO: a gamification approach for involving stakeholders outside organizational reach in requirements engineering,1,Requirements Engineering,CategorizedAs
1569,Engineering digital motivation in businesses: a modelling and analysis framework,1,Requirements Engineering,CategorizedAs
1570,Structural similarity measure between UML class diagrams based on UCG,1,Requirements Engineering,CategorizedAs
1571,Reducing ambiguity during enterprise design,1,Requirements Engineering,CategorizedAs
1572,Requirements analysis gamification in legacy system replacement projects,1,Requirements Engineering,CategorizedAs
1573,Extracting core requirements for software product lines,1,Requirements Engineering,CategorizedAs
1574,A method for analyzing stakeholders’ influence on an open source software ecosystem’s requirements engineering process,1,Requirements Engineering,CategorizedAs
1575,From event logs to goals: a systematic literature review of goal-oriented process mining,1,Requirements Engineering,CategorizedAs
1576,"Collaborative traceability management: a multiple case study from the perspectives of organization, process, and culture",1,Requirements Engineering,CategorizedAs
1577,Known and unknown requirements in healthcare,1,Requirements Engineering,CategorizedAs
1578,Performance-driven software development: an incremental refinement approach for high-quality requirement engineering,1,Requirements Engineering,CategorizedAs
1579,Improving the identification of functional system requirements when novice analysts create use case diagrams: the benefits of applying conceptual mental models,1,Requirements Engineering,CategorizedAs
1580,A systematic literature mapping of goal and non-goal modelling methods for legal and regulatory compliance,1,Requirements Engineering,CategorizedAs
1581,Recommending software features for mobile applications based on user interface comparison,1,Requirements Engineering,CategorizedAs
1582,Automatic recommendation to omitted steps in use case specification,1,Requirements Engineering,CategorizedAs
1583,Sustainability requirements for eLearning systems: a systematic literature review and analysis,1,Requirements Engineering,CategorizedAs
1584,A requirements engineering methodology for knowledge management solutions: integrating technical and social aspects,1,Requirements Engineering,CategorizedAs
1585,"Editorial, special issue RE 2018",1,Requirements Engineering,CategorizedAs
1586,A framework for designing cloud forensic-enabled services (CFeS),1,Requirements Engineering,CategorizedAs
1587,The impact of requirements on systems development speed: a multiple-case study in automotive,1,Requirements Engineering,CategorizedAs
1588,"Semantic hierarchies for extracting, modeling, and connecting compliance requirements in information security control standards",1,Requirements Engineering,CategorizedAs
1589,Identifying incompleteness in privacy policy goals using semantic frames,1,Requirements Engineering,CategorizedAs
1590,Teaching requirements elicitation interviews: an empirical study of learning from mistakes,1,Requirements Engineering,CategorizedAs
1591,Automating requirements analysis and test case generation,1,Requirements Engineering,CategorizedAs
1592,Providing tool support for specifying safety-critical systems by enforcing syntactic contract conditions,1,Requirements Engineering,CategorizedAs
1593,Goal-oriented requirements engineering: an extended systematic mapping study,1,Requirements Engineering,CategorizedAs
1594,Addressing the state explosion problem when visualizing off-nominal behaviors in a set of reactive requirements,1,Requirements Engineering,CategorizedAs
1595,Eliciting user requirements for e-collaboration systems: a proposal for a multi-perspective modeling approach,1,Requirements Engineering,CategorizedAs
1596,A set of prescribed activities for enhancing requirements engineering in the development of usable e-Government applications,1,Requirements Engineering,CategorizedAs
1597,Understanding what is important in iStar extension proposals: the viewpoint of researchers,1,Requirements Engineering,CategorizedAs
1598,The QDAcity-RE method for structural domain modeling using qualitative data analysis,1,Requirements Engineering,CategorizedAs
1599,RSL-IL4Privacy: a domain-specific language for the rigorous specification of privacy policies,1,Requirements Engineering,CategorizedAs
1600,An empirical study on the use of i* by non-technical stakeholders: the case of strategic dependency diagrams,1,Requirements Engineering,CategorizedAs
1601,A multifactor approach for elicitation of Information requirements of data warehouses,1,Requirements Engineering,CategorizedAs
1602,Automatic test cases generation from business process models,1,Requirements Engineering,CategorizedAs
1603,Value-based requirements engineering: method and experience,1,Requirements Engineering,CategorizedAs
1604,A method of requirements change analysis,1,Requirements Engineering,CategorizedAs
1605,Mending the patchwork of requirements from multiple standards using participative goal modelling: a case in the food industry,1,Requirements Engineering,CategorizedAs
1606,"Improving the representation of roles in conceptual modeling: theory, method, and evidence",1,Requirements Engineering,CategorizedAs
1607,Goal model analysis of autonomy requirements for Unmanned Aircraft Systems,1,Requirements Engineering,CategorizedAs
1608,Using the AMAN-DA method to generate security requirements: a case study in the maritime domain,1,Requirements Engineering,CategorizedAs
1609,Editorial special issue RE 2017,1,Requirements Engineering,CategorizedAs
1610,Discovering undocumented knowledge through visualization of agile software development activities,1,Requirements Engineering,CategorizedAs
1611,Customer support ticket escalation prediction using feature engineering,1,Requirements Engineering,CategorizedAs
1612,Improving the identification of hedonic quality in user requirements: a second controlled experiment,1,Requirements Engineering,CategorizedAs
1613,On user rationale in software engineering,1,Requirements Engineering,CategorizedAs
1614,Hazard Relation Diagrams: a diagrammatic representation to increase validation objectivity of requirements-based hazard mitigations,1,Requirements Engineering,CategorizedAs
1615,Direct and mediating influences of user-developer perception gaps in requirements understanding on user participation,1,Requirements Engineering,CategorizedAs
1616,Multi-objective reasoning with constrained goal models,1,Requirements Engineering,CategorizedAs
1617,"Analysis of information quality requirements in business processes, revisited",1,Requirements Engineering,CategorizedAs
1618,Four reference models for transparency requirements in information systems,1,Requirements Engineering,CategorizedAs
1619,An approach for requirements prioritization based on tensor decomposition,1,Requirements Engineering,CategorizedAs
1620,Continuous clarification and emergent requirements flows in open-commercial software ecosystems,1,Requirements Engineering,CategorizedAs
1621,Requirements for cloud-based BIM governance solutions to facilitate team collaboration in construction projects,1,Requirements Engineering,CategorizedAs
1622,Organisation and communication problems in automotive requirements engineering,1,Requirements Engineering,CategorizedAs
1623,CrowdMock: an approach for defining and evolving web augmentation requirements,1,Requirements Engineering,CategorizedAs
1624,Empirical research in requirements engineering: trends and opportunities,1,Requirements Engineering,CategorizedAs
1625,Effective use of analysts’ effort in automated tracing,1,Requirements Engineering,CategorizedAs
1626,A framework for quality assessment of just-in-time requirements: the case of open source feature requests,1,Requirements Engineering,CategorizedAs
1627,How to manage IS requirements in complex public sector structures: toward an action design research approach,1,Requirements Engineering,CategorizedAs
1628,Is role playing in Requirements Engineering Education increasing learning outcome?,1,Requirements Engineering,CategorizedAs
1629,Validation of formal specifications through transformation and animation,1,Requirements Engineering,CategorizedAs
1630,Understanding requirement prioritization artifacts: a systematic mapping study,1,Requirements Engineering,CategorizedAs
1631,Dealing with software process requirements complexity: an information access proposal based on semantic technologies,1,Requirements Engineering,CategorizedAs
1632,Viewpoint: effectiveness of focused mentoring to improve requirements engineering industrial practice,1,Requirements Engineering,CategorizedAs
1633,Introduction to the RE’16 best papers special issue,1,Requirements Engineering,CategorizedAs
1634,Advancing viewpoint merging in requirements engineering: a theoretical replication and explanatory study,1,Requirements Engineering,CategorizedAs
1635,An exploratory study of Twitter messages about software applications,1,Requirements Engineering,CategorizedAs
1636,Challenges of working with artifacts in requirements engineering and software engineering,1,Requirements Engineering,CategorizedAs
1637,Extracting conceptual models from user stories with Visual Narrator,1,Requirements Engineering,CategorizedAs
1638,A method of software requirements specification and validation for global software development,1,Requirements Engineering,CategorizedAs
1639,Reusing functional software requirements in small-sized software enterprises: a model oriented to the catalog of requirements,1,Requirements Engineering,CategorizedAs
1640,Repetition between stakeholder (user) and system requirements,1,Requirements Engineering,CategorizedAs
1641,An automated framework for detection and resolution of cross references in legal texts,1,Requirements Engineering,CategorizedAs
1642,Declaratively building behavior by means of scenario clauses,1,Requirements Engineering,CategorizedAs
1643,Agile requirements handling in a service-oriented taxonomy of capabilities,1,Requirements Engineering,CategorizedAs
1644,Engineering requirements for adaptive systems,1,Requirements Engineering,CategorizedAs
1645,Green software requirements and measurement: random decision forests-based software energy consumption profiling,1,Requirements Engineering,CategorizedAs
1646,Structuring automotive product lines and feature models: an exploratory study at Opel,1,Requirements Engineering,CategorizedAs
1647,Modelling mobile app requirements for semantic traceability,1,Requirements Engineering,CategorizedAs
1648,The role of distances in requirements communication: a case study,1,Requirements Engineering,CategorizedAs
1649,Mapping quality requirements for pervasive mobile games,1,Requirements Engineering,CategorizedAs
1650,Automating trade-off analysis of security requirements,1,Requirements Engineering,CategorizedAs
1651,Workshop videos for requirements communication,1,Requirements Engineering,CategorizedAs
1652,Applications of ontologies in requirements engineering: a systematic review of the literature,1,Requirements Engineering,CategorizedAs
1653,Bayesian networks for enhancement of requirements engineering: a literature review,1,Requirements Engineering,CategorizedAs
1654,Systems performance prediction using requirements quality attributes classification,1,Requirements Engineering,CategorizedAs
1655,A framework for virtual organization requirements,1,Requirements Engineering,CategorizedAs
1656,Designing and assessing a course on prioritization and importance assessment in strategic non-routine requirements engineering processes,1,Requirements Engineering,CategorizedAs
1657,Introduction to the special issue of best papers from RE2015 conference,1,Requirements Engineering,CategorizedAs
1658,On the automatic classification of app reviews,1,Requirements Engineering,CategorizedAs
1659,Improving agile requirements: the Quality User Story framework and tool,1,Requirements Engineering,CategorizedAs
1660,"Detecting, classifying, and tracing non-functional software requirements",1,Requirements Engineering,CategorizedAs
1661,Ambiguity and tacit knowledge in requirements elicitation interviews,1,Requirements Engineering,CategorizedAs
1662,Finding and resolving security misusability with misusability cases,1,Requirements Engineering,CategorizedAs
1663,Reusable knowledge in security requirements engineering: a systematic mapping study,1,Requirements Engineering,CategorizedAs
1664,Building a security reference architecture for cloud systems,1,Requirements Engineering,CategorizedAs
1665,Attribute-based variability in feature models,1,Requirements Engineering,CategorizedAs
1666,Analyzing and predicting software integration bugs using network analysis on requirements dependency network,1,Requirements Engineering,CategorizedAs
1667,A questionnaire-based survey methodology for systematically validating goal-oriented models,1,Requirements Engineering,CategorizedAs
1668,An ASPIRE-based method for quality requirements identification from business goals,1,Requirements Engineering,CategorizedAs
1669,Using security robustness analysis for early-stage validation of functional security requirements,1,Requirements Engineering,CategorizedAs
1670,Requirements for tools for comprehending highly specialized assembly language code and how to elicit these requirements,1,Requirements Engineering,CategorizedAs
1671,SCRAM–CK: applying a collaborative requirements engineering process for designing a web based e-science toolkit,1,Requirements Engineering,CategorizedAs
1672,Interactive goal model analysis for early requirements engineering,1,Requirements Engineering,CategorizedAs
1673,Exploring cognitive style and task-specific preferences for process representations,1,Requirements Engineering,CategorizedAs
1674,Artefact-based requirements engineering: the AMDiRE approach,1,Requirements Engineering,CategorizedAs
1675,Incorporating usability requirements into model transformation technologies,1,Requirements Engineering,CategorizedAs
1676,Conviviality-driven access control policy,1,Requirements Engineering,CategorizedAs
1677,GDIA: Eliciting information requirements in emergency first response,1,Requirements Engineering,CategorizedAs
1678,Establishing requirements for End-user Service Composition tools,1,Requirements Engineering,CategorizedAs
1679,Patterns of continuous requirements clarification,1,Requirements Engineering,CategorizedAs
1680,Introduction to the RE’14 special issue,1,Requirements Engineering,CategorizedAs
1681,On building architecture-centric product line architecture,1,Requirements Engineering,CategorizedAs
1682,TiQi: answering unstructured natural language trace queries,1,Requirements Engineering,CategorizedAs
1683,Rationalism with a dose of empiricism: combining goal reasoning and case-based reasoning for self-adaptive software systems,1,Requirements Engineering,CategorizedAs
1684,On the role of semantics in automated requirements tracing,1,Requirements Engineering,CategorizedAs
1685,A model for tracing variability from features to product-line architectures: a case study in smart grids,1,Requirements Engineering,CategorizedAs
1686,Leveraging topic modeling and part-of-speech tagging to support combinational creativity in requirements engineering,1,Requirements Engineering,CategorizedAs
1687,Early modeling and validation of timed system requirements using Timed Use Case Maps,1,Requirements Engineering,CategorizedAs
1688,A descriptive study of Microsoft’s threat modeling technique,1,Requirements Engineering,CategorizedAs
1689,Early identification of crosscutting concerns with the Language Extended Lexicon,1,Requirements Engineering,CategorizedAs
1690,Requirements engineering education: a systematic mapping study,1,Requirements Engineering,CategorizedAs
1691,Uni-REPM: a framework for requirements engineering process assessment,1,Requirements Engineering,CategorizedAs
1692,Roadmapping problems in practice: value creation from the perspective of the customers,1,Requirements Engineering,CategorizedAs
1693,GaiusT: supporting the extraction of rights and obligations for regulatory compliance,1,Requirements Engineering,CategorizedAs
1694,Capturing consumer preferences as requirements for software product lines,1,Requirements Engineering,CategorizedAs
1695,Reuse of requirements reduced time to market at one industrial shop: a case study,1,Requirements Engineering,CategorizedAs
1696,Requirements engineering in software product line engineering,1,Requirements Engineering,CategorizedAs
1697,A holistic approach to feature modeling for product line requirements engineering,1,Requirements Engineering,CategorizedAs
1698,"Evaluating scenario-based SPL requirements approaches: the case for modularity, stability and expressiveness",1,Requirements Engineering,CategorizedAs
1699,"
KMoS-RE: knowledge management on a strategy to requirements engineering",1,Requirements Engineering,CategorizedAs
1700,Requirements-driven incremental adoption of variability management techniques and tools: an industrial experience report,1,Requirements Engineering,CategorizedAs
1701,On the systematic transformation of requirements to specifications,1,Requirements Engineering,CategorizedAs
1702,Introduction to the RE’13 special issue,1,Requirements Engineering,CategorizedAs
