PID,Title,PVID,Venue_Name,RelationshipType
954,Requirements Engineering for Control Systems Development in Small and Medium-Sized Enterprises,1,IEEE Conferences,PublishedIn
955,Using Scenarios to Discover Requirements for Engine Control Systems,1,IEEE Conferences,PublishedIn
956,A Case Study: Requirements Elicitation Processes throughout a Project,1,IEEE Conferences,PublishedIn
957,A Case Study in Eliciting Scalability Requirements,1,IEEE Conferences,PublishedIn
958,Pattern Oriented Requirements towards Independent Software Vendors,1,IEEE Conferences,PublishedIn
959,Evaluating Design Options against Requirements: How Far Can Statistics Help?,1,IEEE Conferences,PublishedIn
960,Linking Requirements and Testing in Practice,1,IEEE Conferences,PublishedIn
961,Guiding Technology Deployment Decisions using a Quantitative Requirements Analysis Technique,1,IEEE Conferences,PublishedIn
962,Experience in e-Science Requirements Engineering,1,IEEE Conferences,PublishedIn
963,Leveraging Collaborative Technologies in the IO Requirements Process,1,IEEE Conferences,PublishedIn
964,Use and Influence of Creative Ideas and Requirements for a Work-Integrated Learning System,1,IEEE Conferences,PublishedIn
965,Transforming the Requirements Engineering Classroom Experience,1,IEEE Conferences,PublishedIn
966,Requirements Engineering – Industry Needs,1,IEEE Conferences,PublishedIn
967,How to Combine Requirements Engineering and Interaction Design?,1,IEEE Conferences,PublishedIn
968,Service-Centric Systems and Requirements Engineering,1,IEEE Conferences,PublishedIn
969,Aspect-Oriented Requirements Engineering: An Introduction,1,IEEE Conferences,PublishedIn
970,"Design Science, Engineering Science and Requirements Engineering",1,IEEE Conferences,PublishedIn
971,DaWaRA: An Eclipse Plugin for Using i* on Data Warehouse Requirement Analysis,1,IEEE Conferences,PublishedIn
972,Balancing Security Requirements and Emotional Requirements in Video Games,1,IEEE Conferences,PublishedIn
973,Supporting Requirements Model Evolution throughout the System Life-Cycle,1,IEEE Conferences,PublishedIn
974,Web-based Stakeholder Participation in Distributed Requirements Elicitation,1,IEEE Conferences,PublishedIn
975,Reusing Terminology for Requirements Specifications from WordNet,1,IEEE Conferences,PublishedIn
976,An Integration of Requirements and User Interface Specifications,1,IEEE Conferences,PublishedIn
977,traceMaintainer - Automated Traceability Maintenance,1,IEEE Conferences,PublishedIn
978,From Textual Scenarios to Message Sequence Charts: Inclusion of Condition Generation and Actor Extraction,1,IEEE Conferences,PublishedIn
979,Building Contingencies into Specifications,1,IEEE Conferences,PublishedIn
980,Aligning Requirements with HIPAA in the iTrust System,1,IEEE Conferences,PublishedIn
981,A Method of Scenario Generation with Differential Scenario,1,IEEE Conferences,PublishedIn
982,A Proposed Method for Automated Project Scheduling using Goals and Scenarios,1,IEEE Conferences,PublishedIn
983,Assessing the Quality of Software Requirements Specifications,1,IEEE Conferences,PublishedIn
984,Aspects Composition in Problem Frames,1,IEEE Conferences,PublishedIn
985,Enough of RE Processes- Let's Do Practices,1,IEEE Conferences,PublishedIn
986,Requirements Engineering in a Globalized Business Environment,1,IEEE Conferences,PublishedIn
987,Modelling-in-the-Large,1,IEEE Conferences,PublishedIn
988,Addressing Legal Requirements in Requirements Engineering,1,IEEE Conferences,PublishedIn
989,Requirements Engineering as a Driver for Innovations,1,IEEE Conferences,PublishedIn
990,On Non-Functional Requirements,1,IEEE Conferences,PublishedIn
991,Exploring Scenario Forms and Ways of Use to Discover Requirements on Airports that Minimize Environmental Impact,1,IEEE Conferences,PublishedIn
992,Requirements in the wild: How small companies do it,1,IEEE Conferences,PublishedIn
993,Using Satisfaction Arguments to Enhance i* Modelling of an Air Traffic Management System,1,IEEE Conferences,PublishedIn
994,Tracing and Validating Goal Aspects,1,IEEE Conferences,PublishedIn
995,Collaboration Patterns and the Impact of Distance on Awareness in Requirements-Centred Social Networks,1,IEEE Conferences,PublishedIn
996,How Does Requirements Quality Relate to Project Success or Failure?,1,IEEE Conferences,PublishedIn
997,Improving Performance Requirements Specifications from Field Failure Reports,1,IEEE Conferences,PublishedIn
998,Value-based Design of Networked Enterprises Using e³control Patterns,1,IEEE Conferences,PublishedIn
999,Built-in User Satisfaction - Feature Appraisal and Prioritization with AMUSE,1,IEEE Conferences,PublishedIn
1000,Early Requirements and Business-IT Alignment with SEAM for Business,1,IEEE Conferences,PublishedIn
1001,Value-Based Requirements Traceability: Lessons Learned,1,IEEE Conferences,PublishedIn
1002,Scenarios: Identifying Missing Objects and Actions by Means of Computational Linguistics,1,IEEE Conferences,PublishedIn
1003,Towards Automated Requirements Triage,1,IEEE Conferences,PublishedIn
1004,Technique Integration for Requirements Assessment,1,IEEE Conferences,PublishedIn
1005,Strengthening the link between business decisions and RE: Long-term product planning in software product companies,1,IEEE Conferences,PublishedIn
1006,How Internationalization of a Product Changes Requirements Engineering Activities: An Exploratory Study,1,IEEE Conferences,PublishedIn
1007,Branding and Communication Goals for Content-Intensive Interactive Applications,1,IEEE Conferences,PublishedIn
1008,Persona-Scenario-Goal Methodology for User-Centered Requirements Engineering,1,IEEE Conferences,PublishedIn
1009,Goal-Oriented Conceptual Database Design,1,IEEE Conferences,PublishedIn
1010,Blind User Requirements Engineering for Mobile Services,1,IEEE Conferences,PublishedIn
1011,Specifying Monitoring and Switching Problems in Context,1,IEEE Conferences,PublishedIn
1012,Consistency Checking of Conceptual Models via Model Merging,1,IEEE Conferences,PublishedIn
1013,Discovering and Understanding Multi-dimensional Correlations among Certification Requirements with application to Risk Assessment,1,IEEE Conferences,PublishedIn
1014,"Disambiguating the Documentation of Variability in Software Product Lines: A Separation of Concerns, Formalization and Automated Analysis",1,IEEE Conferences,PublishedIn
1015,Evolution in Product Line Requirements Engineering: A Rationale Management Approach,1,IEEE Conferences,PublishedIn
1016,COSMOD-RE: Supporting the Co-Design of Requirements and Architectural Artifacts,1,IEEE Conferences,PublishedIn
1017,RE Theory Meets Software Practice: Lessons from the Software Development Trenches,1,IEEE Conferences,PublishedIn
1018,Embedded Knowledge and Offshore Software Development,1,IEEE Conferences,PublishedIn
1019,Challenges in Requirements Engineering for Mobile Games Development: The Meantime Case Study,1,IEEE Conferences,PublishedIn
1020,Modelling a Smart Music Player with a Hybrid Agent-Oriented Methodology,1,IEEE Conferences,PublishedIn
1021,Secure and dependable patterns in organizations: an empirical approach,1,IEEE Conferences,PublishedIn
1022,Deploying a System-wide Requirements Process within a Commercial Engineering Organization,1,IEEE Conferences,PublishedIn
1023,"Industry Survey of Product Lines Management Tools: Requirements, Qualities and Open Issues",1,IEEE Conferences,PublishedIn
1024,Requirements Engineering using Prototyping Projects in Healthcare Diagnostic Software Applications,1,IEEE Conferences,PublishedIn
1025,Business Process-Based Regulation Compliance: The Case of the Sarbanes-Oxley Act,1,IEEE Conferences,PublishedIn
1026,Enhancing Requirement Stakeholder Satisfaction during Far-shore Maintenance of Custom Developed Software using Shift-Pattern Model,1,IEEE Conferences,PublishedIn
1027,Extending the OpenUP/Basic Requirements Discipline to Specify Capacity Requirements,1,IEEE Conferences,PublishedIn
1028,Total Requirements Control at Every Stage of Product Development,1,IEEE Conferences,PublishedIn
1029,A Meta Model for Iterative Development of Requirements Leveraging,1,IEEE Conferences,PublishedIn
1030,Choosing a Tram Route: An Experience in Trading-Off Constraints,1,IEEE Conferences,PublishedIn
1031,"Requirements in the Global Economy-Experience, Problems and Prospects",1,IEEE Conferences,PublishedIn
1032,Quality Requirements and their Role in Successful Products,1,IEEE Conferences,PublishedIn
1033,The Mobile Scenario Presenter: A Tool for in situ Requirements Discovery with Scenarios,1,IEEE Conferences,PublishedIn
1034,Involving Non-Technicians in Product Derivation and Requirements Engineering: A Tool Suite for Product Line Engineering,1,IEEE Conferences,PublishedIn
1035,Viewing Project Collaborators WhoWork on Interrelated Requirements,1,IEEE Conferences,PublishedIn
1036,OpenProposal: Towards Collaborative End-User Participation in Requirements Management By Usage of Visual Requirement Specifications,1,IEEE Conferences,PublishedIn
1037,Requirements Quality for a Virtual World,1,IEEE Conferences,PublishedIn
1038,Story-Wall: A Concept for Lightweight Requirements Management,1,IEEE Conferences,PublishedIn
1039,Using a Game to Introduce Lightweight Requirements Engineering,1,IEEE Conferences,PublishedIn
1040,Dynamic Requirements Specification for Adaptable and Open Service Systems,1,IEEE Conferences,PublishedIn
1041,r-AnalytiCA: Requirements Analytics for Certification & Accreditation,1,IEEE Conferences,PublishedIn
1042,Developing User Requirements for an Airport Flight Information System,1,IEEE Conferences,PublishedIn
1043,Explaining Stakeholder Negotiation Using Social Goal Networks,1,IEEE Conferences,PublishedIn
1044,Exploring Business Process Transparency Concepts,1,IEEE Conferences,PublishedIn
1045,Discovering Volatile and Aspectual Requirements Using a Crosscutting Pattern,1,IEEE Conferences,PublishedIn
1046,Localisation and Requirement Engineering in Context to Indian Scenario,1,IEEE Conferences,PublishedIn
1047,End Users Who Meet Their Own Requirements,1,IEEE Conferences,PublishedIn
1048,Testing to Improve Requirements - Mission Impossible?,1,IEEE Conferences,PublishedIn
1049,"Goal-Oriented Requirements Engineering, Part II",1,IEEE Conferences,PublishedIn
1050,A Case Study in Systematic Improvement of Language for Requirements,1,IEEE Conferences,PublishedIn
1051,Generating Hierarchical State Machines from Use Case Charts,1,IEEE Conferences,PublishedIn
1052,Making Mobile Requirements Engineering Tools Usable and Useful,1,IEEE Conferences,PublishedIn
1053,The Detection and Classification of Non-Functional Requirements with Application to Early Aspects,1,IEEE Conferences,PublishedIn
1054,Towards Regulatory Compliance: Extracting Rights and Obligations to Align Requirements with Regulations,1,IEEE Conferences,PublishedIn
1055,Identifying Nocuous Ambiguities in Natural Language Requirements,1,IEEE Conferences,PublishedIn
1056,Interaction Analysis in Aspect-Oriented Models,1,IEEE Conferences,PublishedIn
1057,On Goal-based Variability Acquisition and Analysis,1,IEEE Conferences,PublishedIn
1058,An Empirical Quality Assessment of Automotive Use Cases,1,IEEE Conferences,PublishedIn
1059,Matching Antipatterns to Improve the Quality of Use Case Models,1,IEEE Conferences,PublishedIn
1060,Software Cinema-Video-based Requirements Engineering,1,IEEE Conferences,PublishedIn
1061,Justifying Goal Models,1,IEEE Conferences,PublishedIn
1062,Understanding Business Strategies of Networked Value Constellations Using Goal- and Value Modeling,1,IEEE Conferences,PublishedIn
1063,Feature Diagrams: A Survey and a Formal Semantics,1,IEEE Conferences,PublishedIn
1064,Managing Highly Complex Product Families with Multi-Level Feature Trees,1,IEEE Conferences,PublishedIn
1065,Systematic Requirements-Driven Evaluation and Synthesis of Alternative Principle Solutions for Advanced Mechatronic Systems,1,IEEE Conferences,PublishedIn
1066,Requirement Progression in Problem Frames Applied to a Proton Therapy System,1,IEEE Conferences,PublishedIn
1067,Effectiveness of Requirements Elicitation Techniques: Empirical Results Derived from a Systematic Review,1,IEEE Conferences,PublishedIn
1068,Using Domain Ontology as Domain Knowledge for Requirements Elicitation,1,IEEE Conferences,PublishedIn
1069,Incorporating Goal Analysis in Database Design: A Case Study from Biological Data Management,1,IEEE Conferences,PublishedIn
1070,Systematic Development of Requirements Documentation for General Purpose Scientific Computing Software,1,IEEE Conferences,PublishedIn
1071,Experiences of Requirements Engineering for Two Consecutive Versions of a Product at VLSC,1,IEEE Conferences,PublishedIn
1072,Controlling the HMS Program through Managing Requirements,1,IEEE Conferences,PublishedIn
1073,Optimal Solutions for Hospital Websites,1,IEEE Conferences,PublishedIn
1074,Tailoring Traceability Information to Business Needs,1,IEEE Conferences,PublishedIn
1075,Good Practice and Improvement Model of Handling Capacity Requirements of Large Telecommunication Systems,1,IEEE Conferences,PublishedIn
1076,Agile Requirements Engineering for a Social Insurance for Occupational Risks Organization: A Case Study,1,IEEE Conferences,PublishedIn
1077,Open Source Requirements Engineering,1,IEEE Conferences,PublishedIn
1078,Requirements Engineering: An Industrial Perspective,1,IEEE Conferences,PublishedIn
1079,"Proving the Shalls: Requirements, Proofs, and Model-Based Development",1,IEEE Conferences,PublishedIn
1080,Modeling Requirements,1,IEEE Conferences,PublishedIn
1081,Putting Requirements Theory into Practice at Northrop Grumman,1,IEEE Conferences,PublishedIn
1082,A Requirements Guide For All (REGAL): An INCOSE Initiative,1,IEEE Conferences,PublishedIn
1083,What is This Science Called Requirements Engineering?,1,IEEE Conferences,PublishedIn
1084,Fusing Quantitative Requirements Analysis with Model-based Systems Engineering,1,IEEE Conferences,PublishedIn
1085,Re-Framing Requirements Engineering,1,IEEE Conferences,PublishedIn
1086,Creativity and the Age-Old Resistance to Change Problem in RE,1,IEEE Conferences,PublishedIn
1087,Emotional Requirements in Video Games,1,IEEE Conferences,PublishedIn
1088,Managing Terminological Interference in Goal Models with Repertory Grid,1,IEEE Conferences,PublishedIn
1089,Identification of Crosscutting Requirements Based on Feature Dependency Analysis,1,IEEE Conferences,PublishedIn
1090,A Coordination Complexity Model to Support Requirements Engineering for Cross-organizational ERP,1,IEEE Conferences,PublishedIn
1091,Detecting Conflicts of Interest,1,IEEE Conferences,PublishedIn
1092,Towards a Reference Framework for Software Product Management,1,IEEE Conferences,PublishedIn
1093,Managing Non-Technical Requirements in COTS Components Selection,1,IEEE Conferences,PublishedIn
1094,Have You Spoken to Your Product Manager Recently?,1,IEEE Conferences,PublishedIn
1095,Requirements Traceability - When and How does it Deliver more than it Costs?,1,IEEE Conferences,PublishedIn
1096,Requirements Engineering Research in Some Future Worlds: An Exercise in Scenario Planning,1,IEEE Conferences,PublishedIn
1097,Using Aspects to Simplify iModels,1,IEEE Conferences,PublishedIn
1098,"So, You Think You Are a Requirements Engineer?",1,IEEE Conferences,PublishedIn
1099,Deriving Architectures from Requirements,1,IEEE Conferences,PublishedIn
1100,Towards an Integrated Approach for Aspectual Requirements,1,IEEE Conferences,PublishedIn
1101,Use Case-Based Modeling and Analysis of Failsafe Fault-Tolerance,1,IEEE Conferences,PublishedIn
1102,Goal-Oriented Modeling of Requirements Engineering for Dynamically Adaptive System,1,IEEE Conferences,PublishedIn
1103,Eliciting Non-Functional Requirements Interactions Using the Personal Construct Theory,1,IEEE Conferences,PublishedIn
1104,Integrating Goals and Problem Frames in Requirements Analysis,1,IEEE Conferences,PublishedIn
1105,Requirements Engineering for Pervasive Systems. A Transformational Approach,1,IEEE Conferences,PublishedIn
1106,Exposing Tacit Knowledge via Pre-Requirements Tracing,1,IEEE Conferences,PublishedIn
1107,Improving the Modeling of Use Case Relationship,1,IEEE Conferences,PublishedIn
1108,J-PRiM: A Java Tool for a Process Reengineering i* Methodology,1,IEEE Conferences,PublishedIn
1109,REDEPEND: Extending i* Modelling into Requirements Processes,1,IEEE Conferences,PublishedIn
1110,Poirot: A Distributed Tool Supporting Enterprise-Wide Automated Traceability,1,IEEE Conferences,PublishedIn
1111,DesCOTS-SL: A Tool for the Selection of COTS Components,1,IEEE Conferences,PublishedIn
1112,Dependable software: an oxymoron?,1,IEEE Conferences,PublishedIn
1113,The role of information systems within corporate strategy and management policies new challenges,1,IEEE Conferences,PublishedIn
1114,Exemplars for better requirements - tales from the trenches,1,IEEE Conferences,PublishedIn
1115,Configuring common personal software: a requirements-driven approach,1,IEEE Conferences,PublishedIn
1116,Personal and contextual requirements engineering,1,IEEE Conferences,PublishedIn
1117,An approach to constructing feature models based on requirements clustering,1,IEEE Conferences,PublishedIn
1118,Modelling requirements variability across product lines,1,IEEE Conferences,PublishedIn
1119,Exploring Web services from a business value perspective,1,IEEE Conferences,PublishedIn
1120,Requirements engineering for cross-organizational ERP implementation undocumented assumptions and potential mismatches,1,IEEE Conferences,PublishedIn
1121,The role of user involvement in requirements quality and project success,1,IEEE Conferences,PublishedIn
1122,Persona-and-scenario based requirements engineering for software embedded in digital consumer products,1,IEEE Conferences,PublishedIn
1123,Contextual risk analysis for interview design,1,IEEE Conferences,PublishedIn
1124,Integrating creativity into requirements processes: experiences with an air traffic management system,1,IEEE Conferences,PublishedIn
1125,Requirements before the requirements: understanding the upstream impacts,1,IEEE Conferences,PublishedIn
1126,Managing requirements in a co-evolution context,1,IEEE Conferences,PublishedIn
1127,Utilizing supporting evidence to improve dynamic requirements traceability,1,IEEE Conferences,PublishedIn
1128,The role of deferred requirements in a longitudinal study of emailing,1,IEEE Conferences,PublishedIn
1129,On modelling access policies: relating roles to their organisational context,1,IEEE Conferences,PublishedIn
1130,"Modeling security requirements through ownership, permission and delegation",1,IEEE Conferences,PublishedIn
1131,"Analyzing goal semantics for rights, permissions, and obligations",1,IEEE Conferences,PublishedIn
1132,Concept identification in object-oriented domain analysis: why some students just don't get it,1,IEEE Conferences,PublishedIn
1133,Do viewpoints lead to better conceptual models? An exploratory case study,1,IEEE Conferences,PublishedIn
1134,Modeling interactions using role-driven patterns,1,IEEE Conferences,PublishedIn
1135,Shaping requirements for institutional Web applications: experience from an industrial project,1,IEEE Conferences,PublishedIn
1136,Risk mitigation of design requirements using a probabilistic analysis,1,IEEE Conferences,PublishedIn
1137,Requirements engineering and the creative process in the video game industry,1,IEEE Conferences,PublishedIn
1138,Using occurrence properties of defect report data to improve requirements,1,IEEE Conferences,PublishedIn
1139,Identifying contingency requirements using obstacle analysis,1,IEEE Conferences,PublishedIn
1140,A feature-oriented approach to modeling requirements dependencies,1,IEEE Conferences,PublishedIn
1141,Multi-dimensional separation of concerns in requirements engineering,1,IEEE Conferences,PublishedIn
1142,Facing scalability issues in requirements prioritization with machine learning techniques,1,IEEE Conferences,PublishedIn
1143,An algebraic framework for merging incomplete and inconsistent views,1,IEEE Conferences,PublishedIn
1144,Rule-based verification of scenarios with pre-conditions and post-conditions,1,IEEE Conferences,PublishedIn
1145,Facilitating the construction of specification pattern-based properties,1,IEEE Conferences,PublishedIn
1146,Measuring the expressiveness of a constrained natural language: an empirical study,1,IEEE Conferences,PublishedIn
1147,Where do goals come from: the underlying principles of goal-oriented requirements engineering,1,IEEE Conferences,PublishedIn
1148,Reverse engineering goal models from legacy code,1,IEEE Conferences,PublishedIn
1149,Non-functional requirements in industry - three case studies adopting an experience-based NFR method,1,IEEE Conferences,PublishedIn
1150,Overcoming the traceability benefit problem,1,IEEE Conferences,PublishedIn
1151,Quality analysis of NL requirements: an industrial case study,1,IEEE Conferences,PublishedIn
1152,"""Business process"" oriented requirements engineering process",1,IEEE Conferences,PublishedIn
1153,The usage model: a structure for richly describing product usage during design and development,1,IEEE Conferences,PublishedIn
1154,What influences the requirements process in industry? A report on industrial practice,1,IEEE Conferences,PublishedIn
1155,S-RaP: a concurrent prototyping process for refining workflow-oriented requirements,1,IEEE Conferences,PublishedIn
1156,Model-driven visual requirements engineering,1,IEEE Conferences,PublishedIn
1157,Initial lessons learned from the definition and implementation of a platform requirements engineering process at Intel Corporation,1,IEEE Conferences,PublishedIn
1158,The Extravehicular Mobility Unit: case study in requirements evolution,1,IEEE Conferences,PublishedIn
1159,Linking the business view to requirements engineering: long-term product planning by roadmapping,1,IEEE Conferences,PublishedIn
1160,"To do or not to do: If the requirements engineering payoff is so good, why aren' t more companies doing it?",1,IEEE Conferences,PublishedIn
1161,Are requirements engineering best practices the same for all industries?,1,IEEE Conferences,PublishedIn
1162,ST-tool: a CASE tool for security requirements engineering,1,IEEE Conferences,PublishedIn
1163,iVuBlender: a tool for merging incomplete and inconsistent views,1,IEEE Conferences,PublishedIn
1164,REDEPEND-REACT: an architecture analysis tool,1,IEEE Conferences,PublishedIn
1165,DesCOTS-EV: a tool for the evaluation of COTS components,1,IEEE Conferences,PublishedIn
1166,"Sharing methodological knowledge with REGAL: ""requirements engineering guide for all""",1,IEEE Conferences,PublishedIn
1167,Reusable knowledge for satisficing usability requirements,1,IEEE Conferences,PublishedIn
1168,Use cases based requirements validation with scenarios,1,IEEE Conferences,PublishedIn
1169,An ASM operational semantics for use case maps,1,IEEE Conferences,PublishedIn
1170,Managing variability and reuse of features and requirements for large and complex organizational structures,1,IEEE Conferences,PublishedIn
1171,Modelling assumptions and requirements in the context of project risk,1,IEEE Conferences,PublishedIn
1172,A requirements engineering methodology based on natural language syntax and semantics,1,IEEE Conferences,PublishedIn
1173,CoCA: a composition-centric approach to requirements engineering,1,IEEE Conferences,PublishedIn
1174,Eliciting user requirements for ambient intelligent systems: a case study,1,IEEE Conferences,PublishedIn
1175,Computer-assisted and customer-oriented requirements elicitation,1,IEEE Conferences,PublishedIn
1176,Exploring the role of requirements engineering in improving risk management,1,IEEE Conferences,PublishedIn
1177,Prototype of the evaluation framework for functional requirements of RE-tools,1,IEEE Conferences,PublishedIn
1178,Analysis of project management reports of 49 system integration projects,1,IEEE Conferences,PublishedIn
1179,Early-AIM: an approach for identifying aspects in requirements,1,IEEE Conferences,PublishedIn
1180,REPARE: the requirements engineering patterns repository,1,IEEE Conferences,PublishedIn
1181,Using cognitive modeling for requirements engineering in anesthesiology,1,IEEE Conferences,PublishedIn
1182,Finding competitive advantage in requirements analysis education,1,IEEE Conferences,PublishedIn
1183,How creative design happens,1,IEEE Conferences,PublishedIn
1184,Goal-oriented requirements enginering: a roundtrip from research to practice [enginering read engineering],1,IEEE Conferences,PublishedIn
1185,Use case estimation - the devil is in the detail,1,IEEE Conferences,PublishedIn
1186,Precise specification and validation of transactional business software,1,IEEE Conferences,PublishedIn
1187,Customer experience requirements for multi-platform service interaction: bringing services marketing to the elicitation of user requirements,1,IEEE Conferences,PublishedIn
1188,From goals to aspects: discovering aspects from requirements goal models,1,IEEE Conferences,PublishedIn
1189,From aspectual requirements to proof obligations for aspect-oriented systems,1,IEEE Conferences,PublishedIn
1190,Modeling and composing scenario-based requirements with aspects,1,IEEE Conferences,PublishedIn
1191,Requirements engineering process improvement based on an information model,1,IEEE Conferences,PublishedIn
1192,Architecture-driven problem decomposition,1,IEEE Conferences,PublishedIn
1193,Patterns for the RE process,1,IEEE Conferences,PublishedIn
1194,The effect of trust assumptions on the elaboration of security requirements,1,IEEE Conferences,PublishedIn
1195,Identifying stakeholders and their preferences about NFR by comparing use case diagrams of several existing systems,1,IEEE Conferences,PublishedIn
1196,Composing requirements using problem frames,1,IEEE Conferences,PublishedIn
1197,Developing a domain-specific cross-organizational RE method,1,IEEE Conferences,PublishedIn
1198,Defining early IT system requirements with regulation principles: the Lightswitch approach,1,IEEE Conferences,PublishedIn
1199,Human-centred requirements engineering,1,IEEE Conferences,PublishedIn
1200,COTS tenders and integration requirements,1,IEEE Conferences,PublishedIn
1201,Understanding requirements in enterprise systems projects,1,IEEE Conferences,PublishedIn
1202,Expanding the horizons of requirements engineering: examining requirements during groupware tool diffusion,1,IEEE Conferences,PublishedIn
1203,Visual variability analysis for goal models,1,IEEE Conferences,PublishedIn
1204,Fluent-based animation: exploiting the relation between goals and scenarios for requirements validation,1,IEEE Conferences,PublishedIn
1205,Goal-oriented requirements animation,1,IEEE Conferences,PublishedIn
1206,A heterogeneous solution for improving the return on investment of requirements traceability,1,IEEE Conferences,PublishedIn
1207,Using card sorting technique to classify requirements change,1,IEEE Conferences,PublishedIn
1208,Helping analysts trace requirements: an objective look,1,IEEE Conferences,PublishedIn
1209,RETNA: from requirements to testing in a natural way,1,IEEE Conferences,PublishedIn
1210,OMML: a behavioural model interchange format,1,IEEE Conferences,PublishedIn
1211,Speeding up requirements management in a product software company: linking customer wishes to product requirements through linguistic engineering,1,IEEE Conferences,PublishedIn
1212,Requirements engineering process selection at Hewlett-Packard,1,IEEE Conferences,PublishedIn
1213,Requirements for requirements management tools,1,IEEE Conferences,PublishedIn
1214,The conundrum of categorising requirements: managing requirements for learning on the move,1,IEEE Conferences,PublishedIn
1215,Requirement-driven approach to interoperable traveler support system specification,1,IEEE Conferences,PublishedIn
1216,Experiences in managing an automotive requirements engineering process,1,IEEE Conferences,PublishedIn
1217,Requirements engineering in the development of innovative automotive embedded software systems,1,IEEE Conferences,PublishedIn
1218,A context-driven use case creation process for specifying automotive driver assistance systems,1,IEEE Conferences,PublishedIn
1219,Developing a requirements specification for a Web service application,1,IEEE Conferences,PublishedIn
1220,Defining requirements at different levels of abstraction,1,IEEE Conferences,PublishedIn
1221,A framework for the definition of metrics for actor-dependency models,1,IEEE Conferences,PublishedIn
1222,Improving the separation of non-functional concerns in requirements artifacts,1,IEEE Conferences,PublishedIn
1223,Quantifying non-functional requirements: a process oriented approach,1,IEEE Conferences,PublishedIn
1224,Using abuse frames to bound the scope of security problems,1,IEEE Conferences,PublishedIn
1225,QM: a tool for building software quality models,1,IEEE Conferences,PublishedIn
1226,ART-SCENE: enhancing scenario walkthroughs with multi-media scenarios,1,IEEE Conferences,PublishedIn
1227,Active tool support for requirements engineering through RETH,1,IEEE Conferences,PublishedIn
1228,An environment for use cases based requirements engineering,1,IEEE Conferences,PublishedIn
1229,Requirements for the Internet,1,IEEE Conferences,PublishedIn
1230,The journey toward secure systems: achieving assurance,1,IEEE Conferences,PublishedIn
1231,Modern systems engineering: a driving force for industrial competivity!,1,IEEE Conferences,PublishedIn
1232,In situ requirements analysis: a deeper examination of the relationship between requirements determination and project selection,1,IEEE Conferences,PublishedIn
1233,Requirements stability assessment using scenarios,1,IEEE Conferences,PublishedIn
1234,Resolving requirements discovery in testing and operations,1,IEEE Conferences,PublishedIn
1235,Lessons learnt from five years of experience in ERP requirements engineering,1,IEEE Conferences,PublishedIn
1236,Requirements engineering for a pervasive health care system,1,IEEE Conferences,PublishedIn
1237,Monitoring Web service requirements,1,IEEE Conferences,PublishedIn
1238,DWARF: an approach for requirements definition and management of data warehouse systems,1,IEEE Conferences,PublishedIn
1239,Acquiring and incorporating state-dependent timing requirements,1,IEEE Conferences,PublishedIn
1240,Refinement-based requirements modeling using triggered message sequence charts,1,IEEE Conferences,PublishedIn
1241,Specifying and analyzing early requirements: some experimental results,1,IEEE Conferences,PublishedIn
1242,Requirements analysis for customizable software: a goals-skills-preferences framework,1,IEEE Conferences,PublishedIn
1243,Adding hypermedia requirements to goal-driven analysis,1,IEEE Conferences,PublishedIn
1244,Improving requirements tracing via information retrieval,1,IEEE Conferences,PublishedIn
1245,Security and privacy requirements analysis within a social setting,1,IEEE Conferences,PublishedIn
1246,Formal structure for specifying the content and quality of the electronic health record,1,IEEE Conferences,PublishedIn
1247,Elicitation technique selection: how do experts do it?,1,IEEE Conferences,PublishedIn
1248,A reference model for requirements engineering,1,IEEE Conferences,PublishedIn
1249,Understanding and comparing model-based specification notations,1,IEEE Conferences,PublishedIn
1250,Deriving tabular event-based specifications from goal-oriented requirements models,1,IEEE Conferences,PublishedIn
1251,Determining socio-technical systems requirements: experiences with generating and walking through scenarios,1,IEEE Conferences,PublishedIn
1252,Requirements elicitation for the design of venue operations for the Athens 2004 Olympic games,1,IEEE Conferences,PublishedIn
1253,Teaching requirements engineering through role playing: lessons learnt,1,IEEE Conferences,PublishedIn
1254,A benchmarking method for information systems,1,IEEE Conferences,PublishedIn
1255,An analytical model for requirements selection quality evaluation in product software development,1,IEEE Conferences,PublishedIn
1256,Evolutionary requirements analysis,1,IEEE Conferences,PublishedIn
1257,Customer requirements and user requirements: why the discrepancies?,1,IEEE Conferences,PublishedIn
1258,Evaluating the quality of a UML business model,1,IEEE Conferences,PublishedIn
1259,Using convergent design processes to surface hidden ambiguity and conflict in requirements,1,IEEE Conferences,PublishedIn
1260,Embracing requirements variety for e-Governments based on multiple product-lines frameworks,1,IEEE Conferences,PublishedIn
1261,"From requirements to release criteria: specifying, monitoring, and demonstrating product quality",1,IEEE Conferences,PublishedIn
1262,The automated extraction of requirements from UML models,1,IEEE Conferences,PublishedIn
1263,Measuring requirements traceability from multiple angles at multiple lifecycle entry points,1,IEEE Conferences,PublishedIn
1264,One approach to the metric baselining imperative for requirements processes,1,IEEE Conferences,PublishedIn
1265,RE in flatness measurement and control systems development at ABB,1,IEEE Conferences,PublishedIn
1266,Daily challenges in requirements engineering,1,IEEE Conferences,PublishedIn
1267,Practical lessons from 40 system integrating projects,1,IEEE Conferences,PublishedIn
1268,Requirements based testing at HP OpenView,1,IEEE Conferences,PublishedIn
1269,Testing with partial traced requirements: a necessary step towards higher quality system level verification,1,IEEE Conferences,PublishedIn
