AID,Author_Name,IID,Institute_Name,RelationshipType
3514, R. Torkar,730,"Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; School of Information Systems, Technology and Management, University of New South Wales, Sydney, Australia",AffiliatedWith
3690, A. Shahrokni,730,"Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; School of Information Systems, Technology and Management, University of New South Wales, Sydney, Australia",AffiliatedWith
3771, R. Feldt,730,"Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; School of Information Systems, Technology and Management, University of New South Wales, Sydney, Australia",AffiliatedWith
3810, A. Aurum,730,"Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; School of Information Systems, Technology and Management, University of New South Wales, Sydney, Australia",AffiliatedWith
575,W. Heaven,731,"Department of Computer Science, University College London, UK; Department of Computer Science, University College London, UK",AffiliatedWith
1580, E. Letier,731,"Department of Computer Science, University College London, UK; Department of Computer Science, University College London, UK",AffiliatedWith
576,V. Veerappa,732,"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",AffiliatedWith
1580, E. Letier,732,"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",AffiliatedWith
577,R. Rauf,733,"Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada",AffiliatedWith
1980, M. Antkiewicz,733,"Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada",AffiliatedWith
2018, K. Czarnecki,733,"Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada",AffiliatedWith
192,A. Dekhtyar,734,"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",AffiliatedWith
1981, O. Dekhtyar,734,"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",AffiliatedWith
2947, J. Holden,734,"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",AffiliatedWith
1761, J. H. Hayes,734,"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",AffiliatedWith
3691, D. Cuddeback,734,"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",AffiliatedWith
3772, W. -K. Kong,734,"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",AffiliatedWith
578,O. C. Z. Gotel,735,"Independent Researcher, New York, USA; Department of Computing, City University London, UK",AffiliatedWith
1982, S. J. Morris,735,"Independent Researcher, New York, USA; Department of Computing, City University London, UK",AffiliatedWith
125,X. Franch,736,"University Politécnica de Catalunya (UPC), Barcelona, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Universidad de la Frontera (UFro), Temuco, Chile",AffiliatedWith
1695, A. Maté,736,"University Politécnica de Catalunya (UPC), Barcelona, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Universidad de la Frontera (UFro), Temuco, Chile",AffiliatedWith
2948, J. C. Trujillo,736,"University Politécnica de Catalunya (UPC), Barcelona, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Universidad de la Frontera (UFro), Temuco, Chile",AffiliatedWith
3515, C. Cares,736,"University Politécnica de Catalunya (UPC), Barcelona, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Universidad de la Frontera (UFro), Temuco, Chile",AffiliatedWith
579,N. Ubayashi,737,"Kyushu University, Fukuoka, Japan; Kyushu University, Fukuoka, Japan; Nihon University, Tokyo, Japan; University of Tokyo, Tokyo, Japan",AffiliatedWith
1983, Y. Kamei,737,"Kyushu University, Fukuoka, Japan; Kyushu University, Fukuoka, Japan; Nihon University, Tokyo, Japan; University of Tokyo, Tokyo, Japan",AffiliatedWith
2949, M. Hirayama,737,"Kyushu University, Fukuoka, Japan; Kyushu University, Fukuoka, Japan; Nihon University, Tokyo, Japan; University of Tokyo, Tokyo, Japan",AffiliatedWith
2097, T. Tamai,737,"Kyushu University, Fukuoka, Japan; Kyushu University, Fukuoka, Japan; Nihon University, Tokyo, Japan; University of Tokyo, Tokyo, Japan",AffiliatedWith
580,A. Post,738,"Research and Advance Engineering, Robert Bosch GmbH, Stuttgart, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
1984, J. Hoenicke,738,"Research and Advance Engineering, Robert Bosch GmbH, Stuttgart, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
1869, A. Podelski,738,"Research and Advance Engineering, Robert Bosch GmbH, Stuttgart, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
581,K. Schneider,739,"Software Engineering Department, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
582,O. Brill,740,"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
1564, E. Knauss,740,"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",AffiliatedWith
583,A. Milne,741,"Centre for Human-Computer Interaction Design, City University London, London, UK; Centre for Human-Computer Interaction Design, City University London, London, UK",AffiliatedWith
1905, N. Maiden,741,"Centre for Human-Computer Interaction Design, City University London, London, UK; Centre for Human-Computer Interaction Design, City University London, London, UK",AffiliatedWith
492,J. C. Maxwell,742,"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Moritz College of Law, Ohio State University, Columbus, OH, USA",AffiliatedWith
1985, A. I. Antón,742,"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Moritz College of Law, Ohio State University, Columbus, OH, USA",AffiliatedWith
2933, P. Swire,742,"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Moritz College of Law, Ohio State University, Columbus, OH, USA",AffiliatedWith
448,A. K. Massey,743,"North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA",AffiliatedWith
1986, B. Smith,743,"North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA",AffiliatedWith
2090, P. N. Otto,743,"North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA",AffiliatedWith
1985, A. I. Antón,743,"North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA",AffiliatedWith
584,B. Chen,744,"School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Centre for Research in Computing, Open University, Milton Keynes, UK; School of Computer Science, Fudan University, Shanghai, China",AffiliatedWith
1879, X. Peng,744,"School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Centre for Research in Computing, Open University, Milton Keynes, UK; School of Computer Science, Fudan University, Shanghai, China",AffiliatedWith
1719, Y. Yu,744,"School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Centre for Research in Computing, Open University, Milton Keynes, UK; School of Computer Science, Fudan University, Shanghai, China",AffiliatedWith
1798, W. Zhao,744,"School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Centre for Research in Computing, Open University, Milton Keynes, UK; School of Computer Science, Fudan University, Shanghai, China",AffiliatedWith
585,C. Fitzgerald,745,"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",AffiliatedWith
1580, E. Letier,745,"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",AffiliatedWith
2210, A. Finkelstein,745,"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",AffiliatedWith
586,V. N. L. Franqueira,746,"University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK",AffiliatedWith
1987, T. T. Tun,746,"University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK",AffiliatedWith
1719, Y. Yu,746,"University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK",AffiliatedWith
1947, R. Wieringa,746,"University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK",AffiliatedWith
2129, B. Nuseibeh,746,"University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK",AffiliatedWith
587,M. Raatikainen,747,"School of Science, Aalto University, Aalto, Finland; School of Science, Aalto University, Aalto, Finland; VTT Technical Research Center of Finland, Finland; VTT Technical Research Center of Finland, Finland",AffiliatedWith
1988, T. Männistö,747,"School of Science, Aalto University, Aalto, Finland; School of Science, Aalto University, Aalto, Finland; VTT Technical Research Center of Finland, Finland; VTT Technical Research Center of Finland, Finland",AffiliatedWith
2950, T. Tommila,747,"School of Science, Aalto University, Aalto, Finland; School of Science, Aalto University, Aalto, Finland; VTT Technical Research Center of Finland, Finland; VTT Technical Research Center of Finland, Finland",AffiliatedWith
3516, J. Valkonen,747,"School of Science, Aalto University, Aalto, Finland; School of Science, Aalto University, Aalto, Finland; VTT Technical Research Center of Finland, Finland; VTT Technical Research Center of Finland, Finland",AffiliatedWith
588,A. J. Nolan,748,"SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK; ISSI Research Group, Department of Computer Science, Universitat Politècnica de València, Valencia, Spain; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK",AffiliatedWith
1989, S. Abrahão,748,"SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK; ISSI Research Group, Department of Computer Science, Universitat Politècnica de València, Valencia, Spain; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK",AffiliatedWith
2951, P. Clements,748,"SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK; ISSI Research Group, Department of Computer Science, Universitat Politècnica de València, Valencia, Spain; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK",AffiliatedWith
3517, A. Pickard,748,"SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK; ISSI Research Group, Department of Computer Science, Universitat Politècnica de València, Valencia, Spain; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK",AffiliatedWith
589,D. Dietsch,749,"Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
1990, S. F. Arenis,749,"Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
2708, B. Westphal,749,"Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
1869, A. Podelski,749,"Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany",AffiliatedWith
590,H. Vogl,750,"Catalysts GmbH, Linz, Austria; Catalysts GmbH, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
1991, K. Lehner,750,"Catalysts GmbH, Linz, Austria; Catalysts GmbH, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
1950, P. Grünbacher,750,"Catalysts GmbH, Linz, Austria; Catalysts GmbH, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
3383, A. Egyed,750,"Catalysts GmbH, Linz, Austria; Catalysts GmbH, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria",AffiliatedWith
276,K. Ohashi,751,"Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan",AffiliatedWith
1992, H. Kurihara,751,"Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan",AffiliatedWith
2952, Y. Tananaka,751,"Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan",AffiliatedWith
3417, R. Yamamoto,751,"Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan",AffiliatedWith
591,J. P. Carvallo,752,"Centro de Certificación de Calidad del Software, Universidad Del Pacífico, Cuenca, Ecuador; Software Engineering for Information Systems Group (GESSI), Universitat Politècnica de Catalunya, Barcelona, Spain",AffiliatedWith
1851, X. Franch,752,"Centro de Certificación de Calidad del Software, Universidad Del Pacífico, Cuenca, Ecuador; Software Engineering for Information Systems Group (GESSI), Universitat Politècnica de Catalunya, Barcelona, Spain",AffiliatedWith
592,A. Wever,753,"Software Education, Sydney, NSW, Australia; School of Informatics, City University London, UK",AffiliatedWith
1905, N. Maiden,753,"Software Education, Sydney, NSW, Australia; School of Informatics, City University London, UK",AffiliatedWith
593,B. Waldmann,754,"Phonak AG, Stafa, Switzerland",AffiliatedWith
594,S. Pühl,755,"Dell GmbH, Frankfurt, Germany; Fahney Anforderungsingenieurwesen GmbH, Zurich, Switzerland",AffiliatedWith
1993, R. Fahney,755,"Dell GmbH, Frankfurt, Germany; Fahney Anforderungsingenieurwesen GmbH, Zurich, Switzerland",AffiliatedWith
595,E. Boutkova,756,"Group Research and Advanced Engineering, Daimler AG, Ulm, Germany; Group Research and Advanced Engineering, Daimler AG, Ulm, Germany",AffiliatedWith
1868, F. Houdek,756,"Group Research and Advanced Engineering, Daimler AG, Ulm, Germany; Group Research and Advanced Engineering, Daimler AG, Ulm, Germany",AffiliatedWith
66,A. Sutcliffe,757,"Manchester Business School, University of Manchester, Manchester, UK",AffiliatedWith
596,B. Regnell,758,"Department of Computer Science, Lund University, Sweden",AffiliatedWith
251,J. Cleland-Huang,759,"Center of Excellence for Software Traceability (CoEST) School of Computing, DePaul University, Chicago, IL, USA; Software Engineering Global interAction Laboratory (SEGAL) Department of Computer Science, University of Victoria, BC, Canada",AffiliatedWith
1787, D. Damian,759,"Center of Excellence for Software Traceability (CoEST) School of Computing, DePaul University, Chicago, IL, USA; Software Engineering Global interAction Laboratory (SEGAL) Department of Computer Science, University of Victoria, BC, Canada",AffiliatedWith
597,P. Sawyer,760,"Computing Department, Lancaster University, Lancaster, UK; Dipartimento di Informatica, University of Pisa, Italy; Department of Computing, Open University, UK",AffiliatedWith
1994, V. Gervasi,760,"Computing Department, Lancaster University, Lancaster, UK; Dipartimento di Informatica, University of Pisa, Italy; Department of Computing, Open University, UK",AffiliatedWith
2129, B. Nuseibeh,760,"Computing Department, Lancaster University, Lancaster, UK; Dipartimento di Informatica, University of Pisa, Italy; Department of Computing, Open University, UK",AffiliatedWith
598,M. Jarke,761,"Fraunhofer FIT Information Systems, RWTH Aachen University, Aachen, Germany",AffiliatedWith
599,B. Wei,762,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Edu., Peking University, Beijing, China; Faculty of Engineering and IT, University of Technology, Sydney, Australia",AffiliatedWith
1995, B. Yin,762,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Edu., Peking University, Beijing, China; Faculty of Engineering and IT, University of Technology, Sydney, Australia",AffiliatedWith
2149, Z. Jin,762,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Edu., Peking University, Beijing, China; Faculty of Engineering and IT, University of Technology, Sydney, Australia",AffiliatedWith
1668, D. Zowghi,762,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Edu., Peking University, Beijing, China; Faculty of Engineering and IT, University of Technology, Sydney, Australia",AffiliatedWith
247,S. Faily,763,"Department of Computer Science, University of Oxford, Oxford, UK; Department of Computer Science, University of Oxford, Oxford, UK",AffiliatedWith
1996, I. Fléchais,763,"Department of Computer Science, University of Oxford, Oxford, UK; Department of Computer Science, University of Oxford, Oxford, UK",AffiliatedWith
521,C. Palomares,764,"Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain",AffiliatedWith
1940, C. Quer,764,"Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain",AffiliatedWith
1851, X. Franch,764,"Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain",AffiliatedWith
600,P. Greenwood,765,"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",AffiliatedWith
1997, R. Chitchyan,765,"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",AffiliatedWith
1886, A. Rashid,765,"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",AffiliatedWith
3518, J. Noppen,765,"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",AffiliatedWith
3692, F. Fleurey,765,"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",AffiliatedWith
3773, A. Solberg,765,"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",AffiliatedWith
520,S. Teufl,766,"Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany",AffiliatedWith
1998, M. Khalil,766,"Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany",AffiliatedWith
1939, D. Mou,766,"Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany",AffiliatedWith
3519, E. Geisberger,766,"Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany",AffiliatedWith
272,N. Seyff,767,"Department of Informatics, University of Zurich, Zurich, Switzerland; Department of Informatics, University of Zurich, Zurich, Switzerland; Research Institute, Samsung Electronics Company Limited, Staines, UK",AffiliatedWith
1999, G. Ollmann,767,"Department of Informatics, University of Zurich, Zurich, Switzerland; Department of Informatics, University of Zurich, Zurich, Switzerland; Research Institute, Samsung Electronics Company Limited, Staines, UK",AffiliatedWith
2953, M. Bortenschlager,767,"Department of Informatics, University of Zurich, Zurich, Switzerland; Department of Informatics, University of Zurich, Zurich, Switzerland; Research Institute, Samsung Electronics Company Limited, Staines, UK",AffiliatedWith
601,I. Côté,768,"Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; ITESYS Institute of Technology System GmbH, Dortmund, Germany",AffiliatedWith
2000, M. Heisel,768,"Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; ITESYS Institute of Technology System GmbH, Dortmund, Germany",AffiliatedWith
2954, H. Schmidt,768,"Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; ITESYS Institute of Technology System GmbH, Dortmund, Germany",AffiliatedWith
3520, D. Hatebur,768,"Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; ITESYS Institute of Technology System GmbH, Dortmund, Germany",AffiliatedWith
602,Y. Yu,769,"Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; Deep Blue, Rome, Italy; Universiteit Twente, Enschede, Overijssel, NL; Open University, Milton Keynes, UK",AffiliatedWith
1987, T. T. Tun,769,"Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; Deep Blue, Rome, Italy; Universiteit Twente, Enschede, Overijssel, NL; Open University, Milton Keynes, UK",AffiliatedWith
