Author_Name,Role,AID
 R. Laney,Second,2089
 P. N. Otto,Second,2090
 A. Ohnishi,Second,2091
 C. E. Boustani,Second,2092
 A. Moreira,Second,2093
 C. Ncube,Second,2094
 J. Lockerbie,Second,2095
 S. Marczak,Second,2096
 T. Tamai,Second,2097
 J. Gordijn,Second,2098
 S. Hartkopf,Second,2099
 P. Grunbacher,Second,2100
 J. Huffman Hayes,Second,2101
 K. Smolander,Second,2102
 F. Garzotto,Second,2103
 T. Topaloglou,Second,2104
 T. Tuunanen,Second,2105
 S. Nejati,Second,2106
 E. Sikora,Second,2107
 R. Jeffords,Second,2108
 G. Ramalho,Second,2109
 L. Sterling,Second,2110
 B. Pokrzywa,Second,2111
 C. Salinesi,Second,2112
 V. Jagannatha,Second,2113
 M. Gupta,Second,2114
 K. Sandahl,Second,2115
 R. Venkat,Second,2116
 S. Wadhwa,Second,2117
 D. Dhungana,Second,2118
 S. Denman,Second,2119
 S. Faulkner,Second,2120
 R. A. Gandhi,Second,2121
 E. Ninou,Second,2122
 J. C. S. d. P. Leite,Second,2123
 J. Hernandez,Second,2124
 A. Vasal,Second,2125
 P. K. Jayaraman,Second,2126
 R. Settimi,Second,2127
 M. W. Vail,Second,2128
 B. Nuseibeh,Second,2129
 M. Monga,Second,2130
 A. Lapouchnian,Second,2131
 M. Ivarsson,Second,2132
 J. Miller,Second,2133
 M. Ott,Second,2134
 M. Petit,Second,2135
 M. Weber,Second,2136
 H. Giese,Second,2137
 O. Dieste,Second,2138
 M. Saeki,Second,2139
 C. Planz,Second,2140
 S. Riddle,Second,2141
 M. Patel,Second,2142
 H. Rumetshofer,Second,2143
 B. Reuschenbach,Second,2144
 M. S. Feather,Second,2145
 S. E. Sim,Second,2146
 B. H. C. Cheng,Second,2147
 J. C. S. do Prado Leite,Second,2148
 Z. Jin,Second,2149
 P. Valderas,Second,2150
 D. Liang,Second,2151
 C. C. Lin,Second,2152
 S. Fickas,Second,2153
 Wei Zhang,Second,2154
 K. Lauenroth,Second,2155
 Wieringa R,Second,2156
 S. Robertson,Second,2157
 W. Robinson,Second,2158
 D. Ince,Second,2159
 O. Pastor,Second,2160
 D. Bolchini,Second,2161
 S. E. Wallace,Second,2162
 K. N. Schmid,Second,2163
 S. Nelson,Second,2164
 Hong Mei,Second,2165
 C. Bazzanella,Second,2166
 A. Wegmann,Second,2167
 Yiqiao Wang,Second,2168
 D. Kerkow,Second,2169
 E. Goto,Second,2170
 G. Matos,Second,2171
 F. Lillehagen,Second,2172
 J. H. Saleh,Second,2173
 E. Simmons,Second,2174
 F. Populus,Second,2175
 G. Fanmuy,Second,2176
 V. M. Werneck,Second,2177
 J. Rilling,Second,2178
 A. Botorabi,Second,2179
 N. Madhavji,Second,2180
 A. S. Andreou,Second,2181
 I. Sommerville,Second,2182
 A. Matysiak,Second,2183
 R. G. Dewar,Second,2184
 K. Lappe,Second,2185
 J. le Feber,Second,2186
 D. Jamieson,Second,2187
 J. F. Cunha,Second,2188
 J. C. S. P. Leite,Second,2189
 B. Paech,Second,2190
 J. G. Hall,Second,2191
 R. C. Laney,Second,2192
 A. Osada,Second,2193
 L. Barroca,Second,2194
 V. Kartsevat,Second,2195
 Jae-Eun Shih,Second,2196
 M. Bergman,Second,2197
 J. C. S. Prado Leite,Second,2198
 R. Chatley,Second,2199
 G. Zemont,Second,2200
 Lan Guo,Second,2201
 N. Kuhn,Second,2202
 A. Matsuoka,Second,2203
 R. Tavakoli Kolagari,Second,2204
 E. Metzker,Second,2205
 G. Halmans,Second,2206
 G. Grau,Second,2207
 Jun Wang,Second,2208
 G. Mark,Second,2209
 A. Finkelstein,Second,2210
 I. C. Mikulski,Second,2211
 C. Bossen,Second,2212
 J. F. B. de Castro,Second,2213
 J. W. S. Liu,Second,2214
 R. Cleaveland,Second,2215
 P. Paolini,Second,2216
 D. Zitner,Second,2217
 A. M. Davis,Second,2218
 L. Rapanotti,Second,2219
 K. Zografos,Second,2220
 S. Paryani,Second,2221
 J. Kreutzkamp,Second,2222
 L. Karlsson,Second,2223
 W. . -C. Chang,Second,2224
 A. Miller,Second,2225
 K. Watanabe,Second,2226
 M. Dorfman,Second,2227
 T. Alameda,Second,2228
 S. Matsuda,Second,2229
 P. Vollmer,Second,2230
 S. Schockert,Second,2231
 N. Kameli,Second,2232
 P. Massonet,Second,2233
 K. Sasaki,Second,2234
 A. Kushniruk,Second,2235
 K. Watahiki,Second,2236
 I. Ramos,Second,2237
 M. Rossi,Second,2238
 A. . -B. Fure,Second,2239
 O. Fritzen,Second,2240
 H. Horai,Second,2241
 J. B. Earp,Second,2242
 J. F. B. Castro,Second,2243
 S. Kujala,Second,2244
 C. M. Lott,Second,2245
 T. Viguier,Second,2246
 H. Gall,Second,2247
 J. Foisseau,Second,2248
 P. Braun,Second,2249
 A. Olmos,Second,2250
 J. P. Carvallo,Second,2251
 P. Alexander,Second,2252
 F. Kudorfer,Second,2253
 A. Ruiz-Cortes,Second,2254
 W. N. Robinson,Second,2255
 A. Gregoriades,Second,2256
 T. Meyer,Second,2257
 A. Volker,Second,2258
 A. Lapp,Second,2259
 J. Siedersleben,Second,2260
 R. Mackenthun,Second,2261
 D. Muthig,Second,2262
 J. J. Pazos-Arias,Second,2263
 C. K. Chang,Second,2264
 E. Delor,Second,2265
 M. Flynn,Second,2266
 M. Jasinski,Second,2267
 M. B. Rosson,Second,2268
 J. Weisbrod,Second,2269
 M. de Laat,Second,2270
 V. Merunka,Second,2271
 T. Brasethvik,Second,2272
 A. Monzon,Second,2273
 J. J. Joyce,Second,2274
 W. H. Paulsen,Second,2275
 J. C. Sampaio do Prado,Second,2276
 G. Valetto,Second,2277
 S. L. Cornford,Second,2278
 P. A. Swatman,Second,2279
 M. Becker,Second,2280
 C. N. Schroeder,Second,2281
 E. L. Gunter,Second,2282
 B. K. Aichernig,Second,2283
 A. Eberlein,Second,2284
 S. Row,Second,2285
 S. M. Easterbrook,Second,2286
 N. R. Mead,Second,2287
 G. G. Helmer,Second,2288
 L. Huffman,Second,2289
 B. Hasling,Second,2290
 S. Pawlowski,Second,2291
 H. C. Mayr,Second,2292
 L. Johansson,Second,2293
 M. Masera,Second,2294
 M. Patrick,Second,2295
 S. Minocha,Second,2296
 S. Kramer,Second,2297
 M. Ryan,Second,2298
 C. Mellish,Second,2299
 P. Chair,Second,2300
 J. C. S. d. Leite,Second,2301
 A. Daugulis,Second,2302
 S. Roche,Second,2303
 C. Britton,Second,2304
 K. Matsumura,Second,2305
 C. Potts,Second,2306
 R. M. Woodhouse,Second,2307
 T. J. Dobbin,Second,2308
 W. E. Warner,Second,2309
 K. A. Liburdy,Second,2310
 C. T. Hsu,Second,2311
 J. Karlsson,Second,2312
 H. T. Stump,Second,2313
 V. Plihon,Second,2314
 A. L. Wolf,Second,2315
 H. . -W. Six,Second,2316
 T. T. Moores,Second,2317
 M. A. Jeusfeld,Second,2318
 H. In,Second,2319
 J. A. Goguen,Second,2320
 C. K. MacNish,Second,2321
 J. A. Carvalho,Second,2322
 B. . -U. Pagel,Second,2323
 B. J. Geraci,Second,2324
 D. Garlan,Second,2325
 I. Morrey,Second,2326
 P. G. Sorenson,Second,2327
 J. I. A. Siddiqi,Second,2328
 A. G. Sutcliffe,Second,2329
 J. D. Palmer,Second,2330
 R. M. Rankin,Second,2331
 G. Willumsen,Second,2332
 R. Strens,Second,2333
 J. C. DeFoe,Second,2334
 B. Fields,Second,2335
 G. D. Abowd,Second,2336
 C. Schahczenski,Second,2337
 P. Sonksen,Second,2338
 C. W. Finkelstein,Second,2339
 P. Bose,Second,2340
 C. L. Burns,Second,2341
 E. R. Byrne,Second,2342
 M. G. Christel,Second,2343
 R. H. Thayer,Second,2344
 W. T. Tsai,Second,2345
 Chyan-Goei Chung,Second,2346
 M. Campanai,Second,2347
Ian Nery Bandeira,Second,2348
Fethi A. Rabhi,Second,2349
Carla Silva,Second,2350
I. Garcia,Second,2351
Gregory Gay,Second,2352
Begoña Moros,Second,2353
Aida Mustapha,Second,2354
Jose Ignacio Panach,Second,2355
Eric Yu,Second,2356
Iris Groher,Second,2357
Melanie Schmedes,Second,2358
Tim Pietz,Second,2359
Eduardo Silva,Second,2360
Colin Werner,Second,2361
Jin Yang Hu,Second,2362
Nico Hauff,Second,2363
Oliver Karras,Second,2364
Shabnam Hassani,Second,2365
Paola Spoletini,Second,2366
Xingru Chen,Second,2367
Renato de Freitas Bulcão-Neto,Second,2368
P. Busetta,Second,2369
David Garlan,Second,2370
Jannik Fischbach,Second,2371
Prachi Rathod,Second,2372
Wasja Brunotte,Second,2373
Rita Pereira,Second,2374
Abel Menkveld,Second,2375
Angelica Toffano Seidel Calazans,Second,2376
Davide Fucci,Second,2377
Rossana Maria de Castro Andrade,Second,2378
Caroline Bird,Second,2379
Tim Rietz,Second,2380
Stefan Wagner,Second,2381
Roni Stern,Second,2382
Murtuza Shahzad,Second,2383
Séverine Sentilles,Second,2384
Francisca Pérez,Second,2385
Julia Krause,Second,2386
Marly Monteiro de Carvalho,Second,2387
Alberto Falcone,Second,2388
Jan-Philipp Steghöfer,Second,2389
Dominik Bork,Second,2390
Gleison Santos,Second,2391
Thomas Mazzuchi,Second,2392
Shahram Sarkani,Second,2393
Marsha Chechik,Second,2394
Tong Li,Second,2395
Dhaker Kroumi,Second,2396
Jennifer Brings,Second,2397
Khadija Letrache,Second,2398
Celia Chen,Second,2399
Thomas Beach,Second,2400
Alexander Borgida,Second,2401
Shraddha Piparia,Second,2402
Persefoni Mitropoulou,Second,2403
Daniela Damian,Second,2404
Marcos Kalinowski,Second,2405
Robin Gandhi,Second,2406
Maria Spichkova,Second,2407
Surendra Sarnikar,Second,2408
Luiz Eduardo G. Martins,Second,2409
Ali Ebrahimnejad,Second,2410
Li Yan,Second,2411
Lucia Rapanotti,Second,2412
Mark Kemelman,Second,2413
E. Kedmi-Shahar,Second,2414
Qiwen Zou,Second,2415
Suntae Kim,Second,2416
Rose F. Gamble,Second,2417
Morgan C. Evans,Second,2418
Kit Siu,Second,2419
Mattias Nyberg,Second,2420
Fatma Başak Aydemir,Second,2421
Hyunsook Do,Second,2422
Liping Zhao,Second,2423
José A. Macías,Second,2424
Marcos Antônio de Oliveira,Second,2425
Dirk Riehle,Second,2426
Alberto Rodrigues da Silva,Second,2427
Mohammad Javad Amiri,Second,2428
Richard Lai,Second,2429
Paulo Rupino da Cunha,Second,2430
Andrew Burton-Jones,Second,2431
Robert Roncace,Second,2432
Raúl Mazo,Second,2433
Barbara Paech,Second,2434
Yukako Iimura,Second,2435
Thorsten Weyer,Second,2436
Luiz Fernando Capretz,Second,2437
Roberto Sebastiani,Second,2438
Paolo Giorgini,Second,2439
Homayun Motameni,Second,2440
Aminah Yussuf,Second,2441
Monjur Mourshed,Second,2442
Matthias Tichy,Second,2443
Sergio Firmenich,Second,2444
Naveed Ikram,Second,2445
Alex Dekhtyar,Second,2446
Andy Zaidman,Second,2447
Mathias Klier,Second,2448
Jean-Pierre Jacquot,Second,2449
Antonio Amescua,Second,2450
John Terzakis,Second,2451
Emmanuel Letier,Second,2452
Xiaoyu Jin,Second,2453
Rana Alkadhi,Second,2454
Marcel Robeer,Second,2455
Russell Lock,Second,2456
Morayo Adedjouma,Second,2457
Víctor Braberman,Second,2458
Karsten Brathen,Second,2459
Loris Penserini,Second,2460
Abdelhak Boubetra,Second,2461
Kai Petersen,Second,2462
Dimitris Karagiannis,Second,2463
Helen Sharp,Second,2464
Bruno Feijó,Second,2465
Jéssyka Vilela,Second,2466
James S. Wasek,Second,2467
Agnès Front,Second,2468
Leo van der Wegen,Second,2469
Vincenzo Gervasi,Second,2470
Grant Williams,Second,2471
Ivan Fléchais,Second,2472
Raul Monge,Second,2473
Halit Oğuztüzün,Second,2474
Qing Wang,Second,2475
Alain Abran,Second,2476
Hezam Akram Abdul-Ghani,Second,2477
Alvin Teh,Second,2478
Alex Hardisty,Second,2479
Jan Recker,Second,2480
Abdelwaheb Trabelsi,Second,2481
Nicola Zannone,Second,2482
Raj Prasanna,Second,2483
Eamonn O’Neill,Second,2484
Balasangar Balasubramaniam,Second,2485
Sugandha Lohar,Second,2486
Xin Peng,Second,2487
Nan Niu,Second,2488
Jennifer Pérez,Second,2489
Kim Wuyts,Second,2490
Gustavo Rossi,Second,2491
Ali Idri,Second,2492
Marjo Kauppinen,Second,2493
Eric-Oluf Svee,Second,2494
Gary Chastek,Second,2495
Kyo C. Kang,Second,2496
Rodrigo Bonifácio,Second,2497
J. Rodas,Second,2498
Joachim Fox,Second,2499
Jon G. Hall,Second,2500
Hanan Hibshi,Second,2501
Claudio Menghi,Second,2502
Shirin Rad,Second,2503
Faezeh Ensan,Second,2504
Anastasios Koutoumanos,Second,2505
Jan Marco Leimeister,Second,2506
Barbara Weber,Second,2507
SungYul Rhew,Second,2508
Ali Naghi Mosleh Shirazi,Second,2509
Kalevi Ekman,Second,2510
Charles B. Keating,Second,2511
Isabelle Côté,Second,2512
Lin Liu,Second,2513
Carmen Fernandez-Gago,Second,2514
Haralambos Mouratidis,Second,2515
Ananth Chiravuri,Second,2516
Axel van Lamsweerde,Second,2517
Amir Molzam Sharifloo,Second,2518
Claudia Marcos,Second,2519
Magali Seguran,Second,2520
José M. Fuentes,Second,2521
Muhammad Ali Babar,Second,2522
Luis Olsina,Second,2523
Márcia Lucena,Second,2524
Yuri Sprockel,Second,2525
James Miller,Second,2526
Ebba Thora Hvannberg,Second,2527
P. de Leenheer,Second,2528
Neil Arthur McDougall Maiden,Second,2529
Des Greer,Second,2530
Mohammad A. Kuhail,Second,2531
Igor Menzel,Second,2532
Thiruvengadam Radhakrishnan,Second,2533
Jorge M. Montagna,Second,2534
Sheila A. McIlraith,Second,2535
Anne de Roeck,Second,2536
Hillel Rubin,Second,2537
Lionel C. Briand,Second,2538
Flávia C. Delicato,Second,2539
Isaac Agudo,Second,2540
Nancy Leveson,Second,2541
Christoph Meinel,Second,2542
Aurora Vizcaíno,Second,2543
Marjan van den Akker,Second,2544
Jorge J. Gómez-Sanz,Second,2545
Guenther Ruhe,Second,2546
James A. Miller,Second,2547
Nancy A. Day,Second,2548
Shareeful Islam,Second,2549
Paul N. Otto,Second,2550
Andrea Zisman,Second,2551
Donald C. Gause,Second,2552
Mark Harman,Second,2553
Carson Woo,Second,2554
José J. Pazos-Arias,Second,2555
João Falcão e Cunha,Second,2556
Paula Laurent,Second,2557
Keith Phalp,Second,2558
Yuhong Tian,Second,2559
Joaquín Lasheras,Second,2560
Mike Mannion,Second,2561
Anne Persson,Second,2562
José J. Pazos Arias,Second,2563
Armin Eberlein,Second,2564
Stéphane Faulkner,Second,2565
Anjana Gosain,Second,2566
Alison McKay,Second,2567
Nikos Athanasakis,Second,2568
Eyhab Al-Masri,Second,2569
Brian Fitzgerald,Second,2570
Aybüke Aurum,Second,2571
Per Garre,Second,2572
Daniel Jackson,Second,2573
Matthias Weber,Second,2574
Raffaella Settimi,Second,2575
Joseph E. Urban,Second,2576
Leandro Balby Marinho,Second,2577
Ann Patterson-Hine,Second,2578
Petra Knaup,Second,2579
J. M. G. Heerkens,Second,2580
Khadidjatou Ousmanou,Second,2581
Martín López-Nores,Second,2582
Stephen Fickas,Second,2583
Roel J. Wieringa,Second,2584
Hong Mei,Second,2585
Robin C. Laney,Second,2586
Robert Chatley,Second,2587
Karl Cox,Second,2588
Markku Sakkinen,Second,2589
Claes Wohlin,Second,2590
Jolita Ralyté,Second,2591
Cinzia Anesi,Second,2592
S. Manning,Second,2593
Jens Peder Vium,Second,2594
Daisuke Shinbara,Second,2595
Antonia Albani,Second,2596
Radhika Jain,Second,2597
Patrick Barrow,Second,2598
Yair Wand,Second,2599
Brian Gault,Second,2600
Alistair G. Sutcliffe,Second,2601
Prabha Kumarakulasingam,Second,2602
Markus K. Gröner,Second,2603
Jorge Horacio Doorn,Second,2604
Andreas L. Opdahl,Second,2605
Lihyunn Lee,Second,2606
Revital Danoch,Second,2607
Joseph Catanio,Second,2608
Chiara Francalanci,Second,2609
D. Ramanee Peiris,Second,2610
Julia B. Earp,Second,2611
Mariangela Franch,Second,2612
Paolo Paolini,Second,2613
J. W. S. Liu,Second,2614
Camille Salinesi,Second,2615
Franch Mariangela,Second,2616
Richard M. Greenough,Second,2617
K. Daudjee,Second,2618
Stefan Biffl,Second,2619
Tom Graser,Second,2620
Steven L. Cornford,Second,2621
M. Poppleton,Second,2622
Carl K. Chang,Second,2623
S. Gnesi,Second,2624
J.M. Akkermans,Second,2625
N. Stokes,Second,2626
J. A. Ortega,Second,2627
Chris Roast,Second,2628
P. A. Swatman,Second,2629
Johnny Wong,Second,2630
Betty H. C. Cheng,Second,2631
Sanjai Rayadurgam,Second,2632
Timothy Levin,Second,2633
David N. Jansen,Second,2634
Sjaak Brinkkemper,Second,2635
John Leslie King,Second,2636
Dimitris Panagiotakis,Second,2637
Maria Grazia Fugini,Second,2638
Ann M. Hickey,Second,2639
Robert D. Macredie,Second,2640
O. Pastor,Second,2641
Hans-Werner Six,Second,2642
Ilesh Dattani,Second,2643
Jim Duggan,Second,2644
Boaz Golany,Second,2645
Kalle Lyytinen,Second,2646
Manfred A. Jeusfeld,Second,2647
Andreas Opdahl,Second,2648
Martin Höst,Second,2649
Ryan A. Carter,Second,2650
Otto Vinter,Second,2651
Guiseppi Forgionne,Second,2652
I. Petrounias,Second,2653
Dominique Rieu,Second,2654
Suzanne Robertson,Second,2655
J. A. Swan,Second,2656
S. AlShawi,Second,2657
E. W. Coakes,Second,2658
Graciela D. S. Hadad,Second,2659
Lingzi Jin,Second,2660
Fred Mulder,Second,2661
John A. Keane,Second,2662
Patricio Letelier,Second,2663
N. Prakash,Second,2664
A. Economou,Second,2665
J. Kuljis,Second,2666
R. D. Macredie,Second,2667
R. J. Paul,Second,2668
D.A. Lamb,Second,2669
Klaus Hörmann,Second,2670
Andy Wellings,Second,2671
John A. McDermid,Second,2672
Marcelo Masera,Second,2673
Per Beremark,Second,2674
Joao A. Carvalho,Second,2675
C. Ben Achour,Second,2676
X. Tung Bui,Second,2677
Colin Potts,Second,2678
A. Guttman,Second,2679
H. Briand,Second,2680
J. A. McDermid,Second,2681
Stefan Olsson,Second,2682
J. A. Keane,Second,2683
Brian A. Nixon,Second,2684
M. Lefering,Second,2685
G. Spanoudakis,Second,2686
Graeme Shanks,Second,2687
G. Saake,Second,2688
Jon Hall,Second,2689
Soizic Quintin,Second,2690
S. Castano,Second,2691
Kevin Lano,Second,2692
Celeste Eusébio,Second,2693
 A. Zeller,Third,2694
 M. B. Hosseini,Third,2695
 Y. Shivalingaiah,Third,2696
 J. Jürjens,Third,2697
 L. Briand,Third,2698
 A. M. Skålvik,Third,2699
 L. Fuentes,Third,2700
 A. Cortesi,Third,2701
 A. Dash,Third,2702
 Y. -C. Tu,Third,2703
 B. Wang,Third,2704
 L. Ortolani,Third,2705
 A. Singh,Third,2706
 A. Pathan,Third,2707
 B. Westphal,Third,2708
 E. Kusmenko,Third,2709
 S. Kugele,Third,2710
 W. K. G. Assunção,Third,2711
 T. Lambolais,Third,2712
 X. Liu,Third,2713
 J. Magalhães,Third,2714
 L. Passaro,Third,2715
 C. Ghezzi,Third,2716
 J. Bärgman,Third,2717
 X. Zhou,Third,2718
 Y. Bu,Third,2719
 Y. Deng,Third,2720
 S. Dasgupta,Third,2721
 M. Bacco,Third,2722
 I. Aymaz,Third,2723
 A. Murray,Third,2724
 A. Sleimi,Third,2725
 J. Hua,Third,2726
 P. Arcaini,Third,2727
 N. N. Arony,Third,2728
 F. Herzog,Third,2729
 P. Alarcon,Third,2730
 D. Riehle,Third,2731
 Y. Justino,Third,2732
 V. Kulkarni,Third,2733
 L. F. De Lima,Third,2734
 M. Khare,Third,2735
 A. M. Tjoa,Third,2736
 G. Fainekos,Third,2737
 C. Brecount,Third,2738
 M. R. Luaces,Third,2739
 J. Fischbach,Third,2740
 J. C. S. D. P. Leite,Third,2741
 M. Abdelrazek,Third,2742
 X. Lian,Third,2743
 V. Vieira,Third,2744
 A. J. Cerqueira,Third,2745
 R. Slavin,Third,2746
 M. Hillen,Third,2747
 K. Taveter,Third,2748
 E. C. Groen,Third,2749
 S. Storck,Third,2750
 J. L. C. Guo,Third,2751
 J. S. Becker,Third,2752
 T. Speith,Third,2753
 B. Tenbergen,Third,2754
 J. Kausch,Third,2755
 H. W. van de Venn,Third,2756
 A. Mahler,Third,2757
 B. van Hulst,Third,2758
 P. Rose Anish,Third,2759
 J. -L. Voirin,Third,2760
 H. Bruneliere,Third,2761
 F. M. Kifetew,Third,2762
 J. Ralyté,Third,2763
 Y. Yang,Third,2764
 B. Penzenstadler,Third,2765
 J. Harland,Third,2766
 J. Steffen Becker,Third,2767
 S. Cheng,Third,2768
 C. Faut,Third,2769
 A. Sardinha,Third,2770
 M. Rath,Third,2771
 N. Novielli,Third,2772
 K. Blincoe,Third,2773
 C. Jesdabodi,Third,2774
 C. Palomares,Third,2775
 N. Ernst,Third,2776
 K. M. Oliveira,Third,2777
 D. Mendez,Third,2778
 V. Joshi,Third,2779
 M. Li,Third,2780
 A. Basovskiy,Third,2781
 I. Namba,Third,2782
 A. Arrieta,Third,2783
 D. Giannakopoulou,Third,2784
 Q. Zeng,Third,2785
 K. Slocum,Third,2786
 F. Ishikawa,Third,2787
 L. Konwitschny,Third,2788
 W. Zhou,Third,2789
 S. Sagar,Third,2790
 M. Jagadeesan,Third,2791
 L. Yohannes,Third,2792
 A. Q. Do,Third,2793
 M. Kalinowski,Third,2794
 J. Trujillo,Third,2795
 M. Heimdahl,Third,2796
 W. Utz,Third,2797
 E. -B. Kang,Third,2798
 V. Leppänen,Third,2799
 S. Suppan,Third,2800
 D. Derrier,Third,2801
 M. Langer,Third,2802
 K. Cooper,Third,2803
 P. Mennig,Third,2804
 D. Mougouei,Third,2805
 X. Li,Third,2806
 A. Roychowdhury,Third,2807
 Y. Hou,Third,2808
 J. Motger,Third,2809
 R. A. Buchmann,Third,2810
 M. Vitali,Third,2811
 J. Hayes,Third,2812
 Y. Jia,Third,2813
 M. Koch,Third,2814
 W. Yang,Third,2815
 J. Kahler,Third,2816
 A. Crapo,Third,2817
 F. Sèdes,Third,2818
 L. Duboc,Third,2819
 M. Benedikt,Third,2820
 E. L. G. Alves,Third,2821
 N. Hasegawa,Third,2822
 L. E. G. Martins,Third,2823
 J. C. Sampaio do Prado Leite,Third,2824
 M. McGuire,Third,2825
 M. Atas,Third,2826
 K. Hartig,Third,2827
 J. Payne,Third,2828
 C. Carlson,Third,2829
 A. Cheema,Third,2830
 S. Husodo,Third,2831
 M. Hamilton,Third,2832
 D. Mendez Fernandez,Third,2833
 A. M. Alizadeh B.,Third,2834
 A. K. Chopra,Third,2835
 M. P. Hauer,Third,2836
 M. Mirahkorli,Third,2837
 M. Klein,Third,2838
 N. A. Ernst,Third,2839
 S. Teufl,Third,2840
 A. K. Massey,Third,2841
 E. T. S. Masson,Third,2842
 A. Dwarakanath,Third,2843
 C. Reuter,Third,2844
 M. Piechotta,Third,2845
 O. Hehlert,Third,2846
 C. McMillan,Third,2847
 S. Wadkar,Third,2848
 M. Bauer,Third,2849
 J. Svensson,Third,2850
 M. Oriol,Third,2851
 B. Donati,Third,2852
 S. Baskin,Third,2853
 J. Spears,Third,2854
 F. Kifetew,Third,2855
 K. K. F. Yuen,Third,2856
 J. Le,Third,2857
 B. H. Far,Third,2858
 T. E. J. Vos,Third,2859
 P. Ghazi,Third,2860
 J. R. Reidenberg,Third,2861
 E. Cardoso,Third,2862
 T. Clear,Third,2863
 P. Hübner,Third,2864
 L. Newman,Third,2865
 J. M. E. M. van der Werf,Third,2866
 L. R. Pereira,Third,2867
 M. Thiry,Third,2868
 A. Garro,Third,2869
 Z. Cao,Third,2870
 L. C. Briand,Third,2871
 M. Baslyman,Third,2872
 I. Paschen,Third,2873
 F. Dagnat,Third,2874
 E. Ghassabani,Third,2875
 R. Shahwar,Third,2876
 A. Ghose,Third,2877
 K. Fu,Third,2878
 Z. Zhang,Third,2879
 A. Goknil,Third,2880
 J. Bengtsson,Third,2881
 S. B. Broomell,Third,2882
 P. R. Telangy,Third,2883
 H. Hibshi,Third,2884
 B. Adams,Third,2885
 C. Gómez,Third,2886
 S. Basu,Third,2887
 D. Raneburger,Third,2888
 K. Lundqvist,Third,2889
 K. Phalp,Third,2890
 J. Marco,Third,2891
 H. Zhong,Third,2892
 C. Winkler,Third,2893
 M. S. Loft,Third,2894
 S. Eder,Third,2895
 J. Bürger,Third,2896
 R. Aquanette,Third,2897
 C. N. Bull,Third,2898
 J. Slankas,Third,2899
 J. Niu,Third,2900
 A. Knauss,Third,2901
 S. Yamada,Third,2902
 M. Fiedler,Third,2903
 M. Almorsy,Third,2904
 Xinshang Yin,Third,2905
 C. Claunch,Third,2906
 D. Ratiu,Third,2907
 B. Böttcher,Third,2908
 A. Speck,Third,2909
 J. B. Iversen,Third,2910
 M. A. Sasse,Third,2911
 V. Heimann,Third,2912
 G. Rodriguez-Navas,Third,2913
 J. Sabat,Third,2914
 B. Berenbach,Third,2915
 S. Honiden,Third,2916
 M. Z. Eslami,Third,2917
 T. Kuschke,Third,2918
 S. Sen,Third,2919
 T. Yue,Third,2920
 R. G. A. Bults,Third,2921
 M. Hiraoka,Third,2922
 C. Nassimbwa,Third,2923
 S. Sengupta,Third,2924
 R. Klamma,Third,2925
 N. Sadou,Third,2926
 M. Salehie,Third,2927
 H. Dogan,Third,2928
 D. Richardson,Third,2929
 S. Ramesh,Third,2930
 J. Cabot,Third,2931
 L. van den Bemd,Third,2932
 P. Swire,Third,2933
 B. A. Price,Third,2934
 M. Cordy,Third,2935
 J. I. Lathrop,Third,2936
 J. Aranda,Third,2937
 G. Poo-Caamaño,Third,2938
 N. Cartwright,Third,2939
 H. Naughton,Third,2940
 R. Saad,Third,2941
 S. S. Payyavula,Third,2942
 J. Kealey,Third,2943
 M. Poggianella,Third,2944
 J. Atlee,Third,2945
 H. Töhönen,Third,2946
 J. Holden,Third,2947
 J. C. Trujillo,Third,2948
 M. Hirayama,Third,2949
 T. Tommila,Third,2950
 P. Clements,Third,2951
 Y. Tananaka,Third,2952
 M. Bortenschlager,Third,2953
 H. Schmidt,Third,2954
 A. Tedeschi,Third,2955
 A. Gross,Third,2956
 K. Karlsen,Third,2957
 O. Sudmann,Third,2958
 R. Wessman,Third,2959
 S. Sohrabi,Third,2960
 K. Sikkel,Third,2961
 M. Pyhäjärvi,Third,2962
 A. Vilavaara,Third,2963
 F. Peng,Third,2964
 H. Glathe,Third,2965
 R. German,Third,2966
 H. Takeuchi,Third,2967
 S. Saito,Third,2968
 W. Nowakowski,Third,2969
 M. Jehle,Third,2970
 V. Amaral,Third,2971
 G. Poels,Third,2972
 B. Mobasher,Third,2973
 L. Peyton,Third,2974
 I. Philippow,Third,2975
 A. Gonzalez,Third,2976
 R. Matulevicius,Third,2977
 M. Zapletal,Third,2978
 M. Roper,Third,2979
 M. Recknagel,Third,2980
 M. Eisenbarth,Third,2981
 L. Lehtola,Third,2982
 S. Jansen,Third,2983
 F. Merz,Third,2984
 M. Runonen,Third,2985
 B. J. van Beijnum,Third,2986
 A. Harwood,Third,2987
 M. Jarke,Third,2988
 J. Ros,Third,2989
 O. Djebbi,Third,2990
 K. Stapel,Third,2991
 K. Akemine,Third,2992
 K. Boucher,Third,2993
 U. Stege,Third,2994
 M. R. S. Borges,Third,2995
 B. Al-Ani,Third,2996
 S. A. Mansouri,Third,2997
 B. Robinson,Third,2998
 N. Ubayashi,Third,2999
 D. S. Rosenblum,Third,3000
 R. M. Mackey,Third,3001
 O. de Bruijn,Third,3002
 J. Palm,Third,3003
 J. -N. Mazon,Third,3004
 D. Bildhauer,Third,3005
 T. Mannisto,Third,3006
