Institute_Name,IID
"SCE, Carleton University, Ottawa, Canada; SCE, Carleton University, Ottawa, Canada; EECS, University of Ottawa, Ottawa, Canada",719
"Department of Computing, Open University, Milton Keynes, UK",720
"Research Center for Information System Design, Kassel University, Kassel, Germany",721
"SEGAL, Department of Computer Science, University of Victoria, Victoria, BC, Canada",722
"University of Cambridge, Cambridge, Cambridgeshire, GB; University of Minnesota, Minneapolis, MN, US; University of Waterloo, Waterloo, ON, CA",723
"Global General Motors R&D India Science Lab, Bangalore, India; Global General Motors R&D India Science Lab, Bangalore, India; Global General Motors R&D India Science Lab, Bangalore, India",724
"Department of Computer Science, University of Toronto, Canada; Department of Computer Science, Rutgers University, USA; FNRS & Information Management, University of Namur, Belgium",725
"School of Electronics, Electrical Engineering and Computer Science, Queens University, Belfast, UK; School of Electronics, Electrical Engineering and Computer Science, Queens University, Belfast, UK",726
"Department of Computer Science, Lund University, Lund, Sweden; Department of Computer Science, Lund University, Lund, Sweden; Department of Computer Science, Lund University, Lund, Sweden",727
"Software Engineering Global interAction Laboratory-SEGAL, Department of Computer Science, University of Victoria, Victoria, BC, Canada; Software Engineering Global interAction Laboratory-SEGAL, Department of Computer Science, University of Victoria, Victoria, BC, Canada",728
"Aalto University, Espoo, Finland; Aalto University, Espoo, Finland; Aalto University, Espoo, Finland; Aalto University, Espoo, Finland; College of Business University of Colorado, Colorado Springs, Colorado Springs, CO, USA",729
"Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computer Science, Lund University, Lund, Sweden; School of Computing, Blekinge Institute of Technology, Karlskrona, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; Software Engineering and Technology, Chalmers, University of Technology, Goteborg, Sweden; School of Information Systems, Technology and Management, University of New South Wales, Sydney, Australia",730
"Department of Computer Science, University College London, UK; Department of Computer Science, University College London, UK",731
"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",732
"Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada; Generative Software Development Laboratory, University of Waterloo, Waterloo, Canada",733
"Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Statistics, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA; Department of Computer Science, Cal Poly, San Luis Obispo, CA, USA; Department of Computer Science, University of Kentucky, Lexington, KY, USA",734
"Independent Researcher, New York, USA; Department of Computing, City University London, UK",735
"University Politécnica de Catalunya (UPC), Barcelona, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Lucentia-Universidad de Alicante (UA), Alicante, Spain; Universidad de la Frontera (UFro), Temuco, Chile",736
"Kyushu University, Fukuoka, Japan; Kyushu University, Fukuoka, Japan; Nihon University, Tokyo, Japan; University of Tokyo, Tokyo, Japan",737
"Research and Advance Engineering, Robert Bosch GmbH, Stuttgart, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany; Software Engineering, University of Freiburg, Freiburg im Breisgau, Germany",738
"Software Engineering Department, Leibniz Universität Hannover, Hannover, Germany",739
"Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Hannover, Germany",740
"Centre for Human-Computer Interaction Design, City University London, London, UK; Centre for Human-Computer Interaction Design, City University London, London, UK",741
"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Moritz College of Law, Ohio State University, Columbus, OH, USA",742
"North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA",743
"School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Centre for Research in Computing, Open University, Milton Keynes, UK; School of Computer Science, Fudan University, Shanghai, China",744
"Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",745
"University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; University of Twente, Enschede, Netherlands; Open University, Milton Keynes, UK",746
"School of Science, Aalto University, Aalto, Finland; School of Science, Aalto University, Aalto, Finland; VTT Technical Research Center of Finland, Finland; VTT Technical Research Center of Finland, Finland",747
"SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK; ISSI Research Group, Department of Computer Science, Universitat Politècnica de València, Valencia, Spain; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; SIN C-3, Rolls-Royce Public Limited Company, Rolls-Royce, Derby, UK",748
"Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany",749
"Catalysts GmbH, Linz, Austria; Catalysts GmbH, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria; Systems Engineering & Automation, Johannes Kepler University Linz, Linz, Austria",750
"Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan; Fujitsu Laboratories Limited, Japan",751
"Centro de Certificación de Calidad del Software, Universidad Del Pacífico, Cuenca, Ecuador; Software Engineering for Information Systems Group (GESSI), Universitat Politècnica de Catalunya, Barcelona, Spain",752
"Software Education, Sydney, NSW, Australia; School of Informatics, City University London, UK",753
"Phonak AG, Stafa, Switzerland",754
"Dell GmbH, Frankfurt, Germany; Fahney Anforderungsingenieurwesen GmbH, Zurich, Switzerland",755
"Group Research and Advanced Engineering, Daimler AG, Ulm, Germany; Group Research and Advanced Engineering, Daimler AG, Ulm, Germany",756
"Manchester Business School, University of Manchester, Manchester, UK",757
"Department of Computer Science, Lund University, Sweden",758
"Center of Excellence for Software Traceability (CoEST) School of Computing, DePaul University, Chicago, IL, USA; Software Engineering Global interAction Laboratory (SEGAL) Department of Computer Science, University of Victoria, BC, Canada",759
"Computing Department, Lancaster University, Lancaster, UK; Dipartimento di Informatica, University of Pisa, Italy; Department of Computing, Open University, UK",760
"Fraunhofer FIT Information Systems, RWTH Aachen University, Aachen, Germany",761
"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Edu., Peking University, Beijing, China; Faculty of Engineering and IT, University of Technology, Sydney, Australia",762
"Department of Computer Science, University of Oxford, Oxford, UK; Department of Computer Science, University of Oxford, Oxford, UK",763
"Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain; Software Engineering for Information Systems research group (GESSI), Universitat Politècnica de Catalunya (UPC), Barcelona, Spain",764
"SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; SCC, Lancaster University, Lancaster, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; SINTEF, Oslo, Norway; SCC, Lancaster University, Lancaster, UK",765
"Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany; Fortiss GmbH, Munchen, Germany",766
"Department of Informatics, University of Zurich, Zurich, Switzerland; Department of Informatics, University of Zurich, Zurich, Switzerland; Research Institute, Samsung Electronics Company Limited, Staines, UK",767
"Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; Software Engineering Group, University Duisburg-Essen, Duisburg, Germany; ITESYS Institute of Technology System GmbH, Dortmund, Germany",768
"Open University, Milton Keynes, UK; Open University, Milton Keynes, UK; Deep Blue, Rome, Italy; Universiteit Twente, Enschede, Overijssel, NL; Open University, Milton Keynes, UK",769
"School of Information Technology, York University, Toronto, ONT, Canada; Chair of Business Information Systems and Electronic Government, University of Potsdam, Potsdam, Germany",770
"School of Computing & Communications, Lancaster University, Lancaster, UK; School of Computing & Communications, Lancaster University, Lancaster, UK; INRIA Paris-Rocquencourt, Le Chesnay, France",771
"Computing Department, InfoLab21, Lancaster University, Lancaster, UK; Computing Department, InfoLab21, Lancaster University, Lancaster, UK; Dipartimento di Informatica, Università di Pisa, Italy",772
"Corporate Sector Research & Advance Engineering, Robert Bosch GmbH, Schwieberdingen, Germany; Corporate Sector Research & Advance Engineering, Robert Bosch GmbH, Schwieberdingen, Germany; Fraunhofer IESE, Kaiserslautern, Germany; Fraunhofer IESE, Kaiserslautern, Germany",773
"Centre of HCI Design, City University of London, London, UK; Centre of HCI Design, City University of London, London, UK; Centre of HCI Design, City University of London, London, UK",774
"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA",775
"Centre of Creativity in Professional Practice, City University of London, London, UK; Centre of Creativity in Professional Practice, City University of London, London, UK; Centre of Creativity in Professional Practice, City University of London, London, UK; Centre of Creativity in Professional Practice, City University of London, London, UK; Centre of Creativity in Professional Practice, City University of London, London, UK; Centre of Creativity in Professional Practice, City University of London, London, UK",776
"Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA",777
"University of Western Ontario, London, Canada; University of Western Ontario, London, Canada; University of Paderborn, Paderborn, Germany; University of Paderborn, Paderborn, Germany; University of Paderborn, Paderborn, Germany; University of Paderborn, Paderborn, Germany",778
"Technology Business Research Center, Lappeenranta University of Technology, Lappeeranta, Finland; Thomas J. Watson School of Engineering, Binghamton University, USA; Tekla Corporation, Espoo, Finland",779
"Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK; Computing Department, Lancaster University, Lancaster, UK; Department of Computer Science, University College London, London, UK; Department of Computer Science, University College London, London, UK",780
"School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Department of Computing, Open University, Milton Keynes, UK; School of Computer Science, Fudan University, Shanghai, China",781
"Fondazione Bruno Kessler, IRST, Trento, Italy; Fondazione Bruno Kessler, IRST, Trento, Italy",782
"FNRS & Louvai School of Management, University of Namur, Belgium; Department of Computer Science, Rutgers University, USA; Department of Computer Science, University of Toronto, Canada; Department of Computer Science, University of Toronto, Canada",783
"Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy; Dipartimento di Informatica e Comunicazione, Università dell'Insubria, Varese, Italy",784
"School of Information Technology, York University, Toronto, ONT, Canada; Department of Computer Science, University of Toronto, Toronto, ONT, Canada; Department of Computer Science, University of Toronto, Toronto, ONT, Canada; Department of Computer Science, University of Toronto, Toronto, ONT, Canada",785
"University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; University of Braunschweig, Brunswick, Germany",786
"Department of Electrical & Computer Engineering, Schulich School of Engineering, University of Calgary, Calgary, Canada; Department of Informatics, University of Oslo, Oslo, Norway; Department of Computer Science and Department of Electrical & Computer Engineering, University of Calgary, Calgary, Canada",787
"Department of Informatics, University of Zurich, Zurich, Switzerland; Department of Informatics, University of Zurich, Zurich, Switzerland",788
"Department of Computer Science, University of Technology, Dallas, USA; Department of Computer Science, University of Technology, Dallas, USA; Department of Computer Science, University of Technology, Dallas, USA; Department of Computing, Open University, Milton Keynes, UK; Departamento de Informática, Pontifícia Universidade Católica, Rio de Janeiro, Brazil",789
"Universitat Poliltècnica de Catalunya, Barcelona, Spain; Universitat Poliltècnica de Catalunya, Barcelona, Spain; INRIA-#x00C9;cole des Mines de Nantes, Nantes, France",790
"Distributed and Embedded Security Group, University of Twente, Enschede, Netherlands; Information Systems Group, University of Twente, Enschede, Netherlands",791
"Systems Engineering and Automation, Johannes Kepler University Linz, Linz, Austria; Systems Engineering and Automation, Johannes Kepler University Linz, Austria; Systems Engineering and Automation, Johannes Kepler University Linz, Austria",792
"Computer Science Department, California Polytechnic State University, San Louis Obispo, CA, USA; Computer Science Department, California Polytechnic State University, San Louis Obispo, CA, USA; Computer Science Department, University of Kentucky, Lexington, KY, USA",793
"Centre de Recherche en Informatique, Université Paris I, Paris, France; Centre de Recherche en Informatique, Université Paris I, Paris, France; Centre de Recherche en Informatique, Université Paris I, Paris, France; Centre de Recherche en Informatique, Université Paris I, Paris, France",794
"LORIA, Nancy Universitè, Vandoeuvre-les-Nancy, France; LORIA, Nancy Universitè, Vandoeuvre-les-Nancy, France",795
"Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA",796
"Rolls-Royce Public Limited Company, Derby, UK; Rolls-Royce Public Limited Company, Derby, UK",797
"F-Secure Corporation, Helsinki, FINLAND; Aalto University, Espoo, FINLAND; previously employed by F-Secure Corporation, Finland; previously employed by F-Secure Corporation, Finland; Aalto University, Espoo, FINLAND",798
"Nokia Research Center, Nokia Corporation, Helsinki, Finland; Nokia Devices, Nokia Corporation, Espoo, Finland; Nokia Devices, Nokia Corporation, Espoo, Finland",799
"IV&V Facility, NASA, Fairmont, WV, USA; Department of Computer Sciences, Florida Institute of Technology, Melbourne, FL, USA",800
"Cheriton School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ONT, Canada",801
"School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; Corporate Technology, Siemens Limited, Beijing, China",802
"Berlin Institute of Technology, Berlin, Germany; Berlin Institute of Technology, Berlin, Germany; Carmeq GmbH, Berlin, Germany; Carmeq GmbH, Berlin, Germany",803
"Visual Computing Group, Intel Corporation, Portland, OR, USA",804
"IGate Global Solutions, Organization Excellence group, Bangalore, India; IGate Global Solutions, Organization Excellence group, Bangalore, India",805
"Department of Computer Science, University of Erlangen Nuremberg, Erlangen, Germany; Department of Computer Science, University of Erlangen Nuremberg, Erlangen, Germany; Department of Computer Science, University of Erlangen Nuremberg, Erlangen, Germany",806
"Centre of Human Computer Interaction Design, City University of London, London, UK; Operational Analysis Department, NATS, Fareham, UK; Centre of Human Computer Interaction Design, City University of London, London, UK; National Aerospace Laboratory, Amsterdam, Netherlands; National Aerospace Laboratory, Amsterdam, Netherlands",807
"School of Engineering and Information Technology, ADFA, University of New South Wales, Canberra, ACT, Australia; School of Engineering and Information Technology, ADFA, University of New South Wales, Canberra, ACT, Australia; School of Engineering and Information Technology, ADFA, University of New South Wales, Canberra, ACT, Australia",808
"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA; IBM Thomas J. Watson Research Center, Hawthorne, NY, USA; IBM Research Tokyo, Yamato, Kanagawa, Japan; IBM Research Tokyo, Yamato, Kanagawa, Japan",809
"Siemens Corporate Research, Inc., Princeton, USA",810
"Precise Research Centre, University of Namur, Belgium; Precise Research Centre, University of Namur, Belgium; Centre of HCI Design, City University of London, UK",811
"Dipartimento di Informatica, University of Pisa, Italy",812
"College of Computing and Digital Media and IBM, De Paul University, Chicago, IL, USA",813
"Nanzan University, Seto, Japan; University of Tsukuba, Bunkyo, Tokyo, Japan; NTT Data Corporation Limited, Koto, Tokyo, Japan",814
"Department of Informatics, University of Zurich, Switzerland",815
"Seilevel, Inc., Austin, TX, USA",816
"Lero, University of Limerick, Ireland; Centre of Creativity in Professional Practice, City University of London, UK; Department of Informatics, University of Zurich, Switzerland",817
"Fakultaet fuer Informatik, Technische Universitat Munchen, Garching bei Munchen, Germany",818
"Department of Electrical & Computer Engineering, University of Auckland, Auckland, New Zealand; Department of Computer Science, University of Auckland, Auckland, New Zealand; Systems & Services, Centre of Complex Software, Swinburne University of Technology, Hawthorn, VIC, Australia",819
"Department of Computer Science, University of Saskatchewan, SAS, Canada; Department of Computer Science, University of Saskatchewan, SAS, Canada; Department of Computer Science, University of Saskatchewan, SAS, Canada",820
"Centre of HCI Design, City University of London, London, UK; Centre of HCI Design, City University of London, London, UK; Johannes Kepler University Linz, Institute for Systems Engineering and Automation, Linz, Austria",821
"Vienna University of Technology, Austria; Warsaw University of Technology, Poland; Warsaw University of Technology, Poland",822
"Academy of Mathematics and Systems Science, Chinese Academy and Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy and Sciences, Beijing, China; Academy of Mathematics and Systems Science, Chinese Academy and Sciences, Beijing, China",823
"University of Switzerland, Switzerland; Universitat Zurich, Zurich, ZH, CH; University of Switzerland, Switzerland; University of Switzerland, Switzerland",824
"CITI/Departamento de Informática Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal; CITI/Departamento de Informática Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal; CITI/Departamento de Informática Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal; CITI/Departamento de Informática Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa, Caparica, Portugal",825
"Academy of Mathematics and System Science, Chinese Academy and Sciences, Beijing, China; Academy of Mathematics and System Science, Chinese Academy and Sciences, Beijing, China; Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University, Beijing, China; Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University, Beijing, China",826
"Department of Computer Science, Lund University, Lund, Sweden; Department of Computer Science, University of Saskatchewan, SAS, Canada; Department of Computer Science, Lund University, Lund, Sweden",827
"Australian e-Health Research Centre, CSIRO, Herston, QLD, Australia",828
"Department of Computer Science, University of Western Ontario, London, ONT, Canada; Department of Computer Science, University of Western Ontario, London, ONT, Canada; Department of Computer Science, University of Western Ontario, London, ONT, Canada",829
"Faculty of Economics and Business Administration, Ghent University, Belgium; Department of Applied Economic Sciences, Katholieke Universiteit Leuven, Belgium; Faculty of Economics and Business Administration, Ghent University, Belgium",830
"Department of Computer Science, George town University, Washington D.C., DC, USA; Institute for Software Research, University of California, Irvine, Irvine, CA, USA; Institute for Software Research, University of California, Irvine, Irvine, CA, USA",831
"Systems and Requirements Engineering Center, De Paul University, Chicago, IL, USA; Systems and Requirements Engineering Center, De Paul University, Chicago, IL, USA; Center for Web Intelligence, De Paul University, Chicago, IL, USA",832
"Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany; Fraunhofer Institute of Experimental Software Engineering (IESE), Kaiserslautern, Germany",833
"FRS-FNRS & PRECISE, University of Namur, Belgium; Department of Computer Science, University of Toronto, Canada; PRECISE, University of Namur, Belgium",834
"DeepSE Group, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy; DeepSE Group, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy",835
"Computing Department, InfoLab21, Lancaster University, Lancaster, UK; Computing Department, InfoLab21, Lancaster University, Lancaster, UK; Computing Department, InfoLab21, Lancaster University, Lancaster, UK; Department of Computer Science and Engineering, Michigan State University, MI, USA; CNRS/IRIT Laboratory, University of Toulouse III, Toulouse, France",836
"Lund University, Sweden; Lund University, Sweden; Det Norske Veritas, Sweden",837
"North Carolina State University, USA; North Carolina State University, USA",838
"AT and T Research Laboratories, Florham Park, NJ, USA",839
"Key Laboratory of High Confidence Software Technology, Ministry of Education of China Institute of Software, School of EECS, Peking University, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Education of China Institute of Software, School of EECS, Peking University, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Education of China Institute of Software, School of EECS, Peking University, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Education of China Institute of Software, School of EECS, Peking University, Beijing, China; Key Laboratory of High Confidence Software Technology, Ministry of Education of China Institute of Software, School of EECS, Peking University, Beijing, China",840
"University of Ottawa, Canada; University of Ottawa, Canada; University of Ottawa, Canada",841
"Department of Software Systems, Ilmenau Technical University, Germany; Department of Computer Science, Pace University, New York, USA; Department of Software Systems, Ilmenau Technical University, Germany",842
"Lexmark; University of Kentucky, USA; California Polytechnic State University, USA",843
"Centro de Investigación en Métodos de Producción de Software, Universidad Politécnica de Valencia, Spain; Centro de Investigación en Métodos de Producción de Software, Universidad Politécnica de Valencia, Spain; Departamento de Sistemas Informáticos y Computación, Universidad Politécnica de Valencia, Spain; Centro de Investigación en Métodos de Producción de Software, Universidad Politécnica de Valencia, Spain",844
"Department of Information Systems & Change Management, University of Twente, Netherlands; PReCISE Research Centre, University of Namur, Belgium; PReCISE Research Centre, University of Namur, Belgium",845
"Cheriton School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Cheriton School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Cheriton School of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Department of Computer Science, University of Texas, San Antonio, San Antonio, TX, USA",846
"Institute for Software Technology and Interactive Systems, University of Technology, Vienna, Vienna, Austria; Institute for Software Technology and Interactive Systems, University of Technology, Vienna, Vienna, Austria; Institute for Software Technology and Interactive Systems, University of Technology, Vienna, Vienna, Austria; Institute for Software Technology and Interactive Systems, University of Technology, Vienna, Vienna, Austria; Institute for Software Technology and Interactive Systems, University of Technology, Vienna, Vienna, Austria; Austrian Mobile Network Operator, Vienna, Austria; Austrian Mobile Network Operator, Vienna, Austria; Austrian Mobile Network Operator, Vienna, Austria; Austrian Mobile Network Operator, Vienna, Austria; Austrian Mobile Network Operator, Vienna, Austria; Austrian Mobile Network Operator, Vienna, Austria",847
"SITE, University of Ottawa, Ottawa, ONT, Canada; Department of Computing, InfoLab21, Lancaster University, Lancaster, UK; SITE, University of Ottawa, Ottawa, ONT, Canada",848
"Department of Computer Science, University of Victoria, Victoria, BC, Canada; Department of Computer Science, University of Victoria, Victoria, BC, Canada",849
"North Carolina State University, USA",850
"School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Itecor, Vevey, Switzerland; State University of New York, Binghamton, USA; School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",851
"Department of Computer and Information Science, Norwegian University of Science and Technology, Trondheim, Norway; Department of Computer and Information Science, Norwegian University of Science and Technology, Trondheim, Norway; Department of Computer and Information Science, University of Strathclyde, Glasgow, UK; Department of Computer and Information Science, University of Strathclyde, Glasgow, UK; Department of Computer and Information Science, University of Strathclyde, Glasgow, UK",852
"Department of Computer Science, University of Toronto, Canada; Faculty of Information, University of Toronto, Canada",853
"Extessy, Wolfsburg, Germany; Vector Consulting Services, Stuttgart, Germany; Daimler AG, Stuttgart, Germany",854
"School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; Corporate Technology, Siemens Limited, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; Corporate Technology, Siemens Limited, Beijing, China",855
"Fraunhofer IESE, Kaiserslautern, Germany; Fraunhofer IESE, Kaiserslautern, Germany; Fraunhofer IESE, Kaiserslautern, Germany; Fraunhofer IESE, Kaiserslautern, Germany",856
"Helsinki University of Technology, Finland; Nokia; Helsinki University of Technology, Finland; Helsinki University of Technology, Finland; Helsinki University of Technology, Finland; University of Colorado, Springs, Colorado",857
"Department of Information and Computing Sciences, University of Utrecht, Utrecht, Netherlands; Department of Information and Computing Sciences, University of Utrecht, Utrecht, Netherlands; Department of Information and Computing Sciences, University of Utrecht, Utrecht, Netherlands; AFAS ERP Software BV, Leusden, Netherlands",858
"Universidad del Azuay, Ecuador; Universitat Poliltècnica de Catalunya, Catalonia, Spain",859
"Institute for Theoretical Computer Science, University of Karlsruhe, Karlsruhe, Germany; Institute for Theoretical Computer Science, University of Karlsruhe, Karlsruhe, Germany; Chassis Systems Control, Robert Bosch GmbH, Leonberg, Germany; Chassis Systems Control, Robert Bosch GmbH, Leonberg, Germany; Chassis Systems Control, Robert Bosch GmbH, Leonberg, Germany",860
"Software Business and Engineering Institute, Helsinki University of Technology, Finland; Software Business and Engineering Institute, Helsinki University of Technology, Finland; Software Business and Engineering Institute, Helsinki University of Technology, Finland; Software Business and Engineering Institute, Helsinki University of Technology, Finland",861
"Remote Monitoring & Treatment Group, University of Twente, Netherlands; Remote Monitoring & Treatment Group, University of Twente, Netherlands; Remote Monitoring & Treatment Group, University of Twente, Netherlands; Occupational and Environmental Medicine, The Sahlgrenska Academy, University of Gothenburg, Sweden; Roessingh Research and Development, Netherlands; Roessingh Research and Development, Netherlands; Remote Monitoring & Treatment Group, University of Twente, Netherlands; Remote Monitoring & Treatment Group, University of Twente, Netherlands",862
"Rolls-Royce Public Limited Company, Derby, UK; Rolls-Royce Public Limited Company, Derby, UK; Rolls-Royce Public Limited Company, Derby, UK; Rolls-Royce Public Limited Company, Derby, UK",863
"Schloss Birlinghoven, Fraunhofer FIT, Sankt Augustin, Germany; Schloss Birlinghoven, Fraunhofer FIT, Sankt Augustin, Germany; Schloss Birlinghoven, Fraunhofer FIT, Sankt Augustin, Germany; Schloss Birlinghoven, Fraunhofer FIT, Sankt Augustin, Germany; Institut für Regelungstechnik, RWTH Aachen University, Aachen, Germany; Institut für Regelungstechnik, RWTH Aachen University, Aachen, Germany; VEMAC GmbH and Company KG, Aachen, Germany",864
Phonak AG; Phonak AG,865
"Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA; Siemens Corporate Research, Inc., Princeton, NJ, USA",866
"Department of Computing, Open University, UK; Department of Computing, Open University, UK; Department of Computing, Open University, UK; Department of Computing, Open University, UK; Department of Computing, Open University, UK",867
"Pace University, New York, USA; De Paul University, Chicago, USA",868
"University of Technology, Sydney, Australia",869
"Department of Computer Science, University of Twente, Netherlands; School of Management and Governance, University of Twente, Netherlands; Department of Computer Science, Lund University, Sweden",870
"Department of Computer Science, Pace University, NY, USA; Department of Software Systems, Ilmenau Technical University, Germany",871
"Département d'Ingénierie Informatique, Université Catholique de Louvain, Louvain-la-Neuve, Belgium",872
"Department of Computer Science, University of Saskatchewan, Saskatoon, SAS, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, SAS, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, SAS, Canada",873
"ADN, Université Paris I, Panthaon Sorbonne, France; ADN, Université Paris I, Panthaon Sorbonne, France; ADN, Université Paris I, Panthaon Sorbonne, France; ADN, Université Paris I, Panthaon Sorbonne, France; ADN, Université Paris I, Panthaon Sorbonne, France",874
"School of Software, Tsinghua University, China; School of Software, Tsinghua University, China; Department of Computing, Open University, UK; School of Electronics Engineering & Computer Science, Peking University, China",875
"Computing Laboratory, Oxford University, Oxford, UK; Computing Laboratory, Oxford University, Oxford, UK",876
"PReCISE Research Centre, Faculty of Computer Science, FNRS Research, University of Namur, Namur, Belgium; PReCISE Research Centre, Faculty of Computer Science, University of Namur, Namur, Belgium; PReCISE Research Centre, Faculty of Computer Science, University of Namur, Namur, Belgium",877
"SITE, University of Ottawa, Ottawa, ONT, Canada; SITE, University of Ottawa, Ottawa, ONT, Canada; SITE, University of Ottawa, Ottawa, ONT, Canada",878
"CRI, Panthéon Sorbonne University, Paris, France; CRI, Panthéon Sorbonne University, Paris, France; CRI, Panthéon Sorbonne University, Paris, France; CRI, Panthéon Sorbonne University, Paris, France",879
"Software Engineering Group, Leibniz Universität Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Germany; Software Engineering Group, Leibniz Universität Hannover, Germany",880
